,Children,Age,Income,MonthlyCharge,Bandwidth_GB_Year,Gender_Male,Gender_Nonbinary,Port_modem_Yes,Tablet_Yes,InternetService_Fiber Optic,InternetService_None,Phone_Yes,Multiple_Yes,StreamingTV_Yes,StreamingMovies_Yes
3828,1,40,16230.41,149.9447,2264.252412,0,0,1,0,0,0,1,1,1,0
3829,1,44,25532.43,117.4392,1381.204928,1,0,1,0,0,0,1,0,1,0
3830,1,86,9204.72,127.4738,2342.458997,1,0,0,0,0,0,1,0,0,0
3831,0,48,31776.75,169.9447,688.5203813,1,0,0,0,1,0,1,1,1,0
3832,2,53,14908.11,197.484,1537.896278,1,0,1,0,0,0,1,1,0,1
3833,1,21,17397.3,162.4833,1659.460954,1,0,0,1,0,0,1,1,0,0
3834,2,23,8936.02,257.6549,1469.056257,0,0,0,0,1,0,1,0,1,1
3835,3,25,60581.95,162.4827,1269.863425,1,0,0,1,1,0,1,0,0,1
3836,0,47,37494.5,197.484,1877.408606,1,0,1,0,0,0,1,1,0,1
3837,3,85,29819.59,152.4884,2200.745774,1,0,1,0,0,1,1,0,0,1
3838,2,80,45904.79,157.4698,292.5858924,1,0,0,0,1,0,1,1,0,0
3839,3,88,7920.44,242.6106,1274.226078,1,0,1,1,0,0,1,1,1,1
3840,4,69,78568.26,112.4551,1147.89846,1,0,1,1,1,0,1,0,0,0
3841,1,19,39163.8,195.0062,1387.672089,1,0,1,0,1,0,1,1,0,0
3842,5,41,50083.6,230.1344,1647.527241,1,0,1,0,0,1,1,1,1,1
3843,1,48,41299.07,197.6288,1274.638992,1,0,0,0,0,1,1,0,1,1
3844,5,89,70822.64,240.1149,1373.050161,0,0,1,0,1,0,1,1,1,1
3845,4,33,33347.6,192.4404,824.1074963,1,0,1,0,1,0,1,1,1,0
3847,2,35,26987.5,147.4564,1250.575676,0,0,0,0,0,0,1,1,0,0
3848,1,19,28053.3,107.4958,1638.668955,1,0,1,0,0,0,1,0,0,0
3849,2,80,70775.57,184.9939,586.7907291,0,0,0,0,0,1,1,1,0,1
3850,0,21,23953.2,139.9816,1504.092246,0,0,0,0,0,1,1,0,1,0
3851,3,85,72791.51,179.9656,589.6981979,0,0,1,0,1,0,1,1,0,0
3852,1,29,36269.92,232.6228,1937.879436,1,0,1,0,1,0,0,0,1,1
3853,3,53,104166.7,142.4713,1621.89345,1,0,1,0,0,0,1,0,1,0
3854,2,18,54288.64,252.624,900.8621208,0,0,0,0,1,0,1,1,1,1
3855,1,86,21405.99,169.9928,733.8730965,1,0,0,0,1,0,1,1,0,0
3856,0,78,57641.23,197.4945,1240.211719,1,0,0,0,1,0,1,1,1,0
3857,0,62,57667.78,192.4404,2120.230349,1,0,0,0,1,0,1,1,1,0
3858,0,64,14746.24,94.97283,3346.893074,1,0,0,1,0,0,1,0,0,0
3859,1,70,30805.5,187.656,978.4054903,0,0,0,0,0,1,1,0,1,1
3860,2,53,48176.26,117.4392,1154.151996,0,0,0,1,0,0,1,0,1,0
3861,2,82,8519.2,192.4705,1445.998649,0,0,1,0,1,0,1,1,0,1
3862,1,58,54406.78,242.6326,816.9425462,1,0,1,0,1,0,1,1,1,1
3863,4,54,16156.43,210.1051,1860.544496,0,0,1,0,0,0,1,0,1,1
3864,4,60,16383.33,220.1185,1315.586731,0,0,0,0,1,0,1,0,1,1
3865,1,29,30772.72,169.9741,1747.966742,1,0,1,1,1,0,1,1,0,0
3866,2,76,13162.55,147.4421,335.2998891,1,0,1,0,1,0,1,0,0,1
3867,0,81,21122.11,117.4858,1437.800807,1,0,1,0,0,1,1,0,1,0
3868,2,55,76763.34,139.9875,2143.189724,0,0,0,1,0,0,1,1,0,0
3869,0,80,11414.65,92.45514,810.6535635,0,0,0,0,0,0,1,0,0,0
3871,2,79,36227.83,124.9607,790.0442858,0,0,1,0,0,0,1,1,0,0
3872,8,66,21909.54,112.4551,1054.031935,1,0,1,0,1,0,1,0,0,0
3873,0,27,23599.71,159.9349,579.0788972,0,0,0,0,1,0,1,0,1,0
3874,1,86,41467.24,182.497,1023.023077,0,0,1,1,1,0,1,1,0,0
3875,3,88,4196.99,147.4421,1114.819074,1,0,1,1,1,0,1,0,0,1
3876,1,34,102089.7,242.6143,1306.124464,1,0,0,1,1,0,1,0,1,1
3877,3,37,28902.72,147.4738,1355.525049,0,0,0,1,1,0,1,0,0,0
3878,3,27,23102.45,129.9483,1079.325698,1,0,0,0,0,0,1,0,1,0
3879,1,33,34945.56,214.9663,3069.097767,0,0,0,1,1,0,1,1,0,1
3880,3,19,22118.1,255.1417,1553.257429,0,0,0,0,1,0,1,1,1,1
3881,0,86,33861.89,242.6143,954.1842126,0,0,0,0,1,0,0,0,1,1
3882,0,73,41481.81,124.9643,506.014128,0,0,1,0,1,0,1,0,0,0
3883,3,22,71998.04,230.1344,1512.206567,1,0,1,0,0,1,1,1,1,1
3884,4,46,30783.19,197.4725,1418.137965,1,0,0,0,0,0,0,1,1,0
3885,4,44,29559.75,267.6647,1173.536496,1,0,0,0,1,0,1,1,1,1
3886,1,19,13233.4,204.961,1555.075783,0,0,1,0,1,0,1,1,0,1
3887,6,74,60135.44,204.9634,1026.361306,1,0,1,0,1,0,1,1,1,0
3888,1,86,16550.24,114.9976,252.1141473,1,0,0,0,0,1,1,0,0,0
3889,4,85,13597.74,194.9699,934.5432733,1,0,1,0,1,0,1,0,0,1
3890,1,42,68443.57,187.6094,2616.607102,0,0,1,0,0,0,1,0,1,1
3891,1,81,33013.26,132.466,1921.908003,1,0,0,0,0,0,1,0,1,0
3892,8,37,19184.88,147.4738,1180.747336,0,0,0,0,1,0,1,0,0,0
3893,8,62,18847.36,190.1599,1596.133478,1,0,1,0,0,1,1,0,1,1
3894,8,85,25231.4,197.6288,978.0906718,0,0,1,0,0,1,0,0,1,1
3895,0,31,28814.47,137.4836,2945.865945,0,0,1,0,0,0,1,1,0,0
3896,3,27,49497.16,169.9447,865.1029349,1,0,1,1,1,0,1,1,1,0
3897,3,74,5986.91,142.4526,1474.927731,0,0,0,1,0,0,1,0,1,0
3898,0,62,17264.79,104.9643,1655.231847,1,0,1,0,0,0,1,0,0,0
3899,2,48,68469.87,184.9797,1990.499153,0,0,1,1,0,0,1,1,0,1
3900,8,73,19002.4,162.5299,1473.227973,1,0,0,0,0,1,0,1,0,0
3901,1,66,13900.27,140.0013,1559.33881,0,1,0,0,0,0,1,1,0,0
3902,6,69,44877.7,127.4738,1835.292593,0,0,1,0,0,0,1,0,0,0
3903,2,40,57182.71,160.0013,511.2155972,1,0,0,0,1,0,1,1,0,0
3904,4,42,90902.55,142.4993,754.1266839,0,0,0,0,0,1,1,0,1,0
3905,1,75,93343.17,169.9447,826.366889,0,0,0,1,1,0,1,1,1,0
3906,2,69,13626.49,152.4579,2131.892874,1,0,1,0,0,0,1,0,1,0
3907,2,33,19029.8,157.4836,1062.367672,1,0,0,1,1,0,1,1,0,0
3908,0,87,22021.4,194.9744,511.1215788,1,0,0,0,1,0,1,1,0,1
3909,0,57,20611.13,179.9794,1207.589721,1,0,0,0,1,0,1,1,0,0
3910,4,56,49150.41,214.9663,1019.501584,1,0,1,0,1,0,1,1,0,1
3911,1,55,68622.59,129.9621,1426.604038,0,0,0,0,0,0,1,0,1,0
3912,0,28,32464.51,255.1417,1792.010429,1,0,1,0,1,0,1,1,1,1
3913,0,64,100860.9,154.9755,2558.308043,0,0,1,1,0,0,1,0,1,0
3914,3,40,3450.88,137.4978,760.8370835,0,0,0,0,0,1,1,1,0,0
3915,2,82,49527.05,230.1051,972.1523011,1,0,1,0,1,0,1,0,1,1
3916,0,22,85180.31,107.4806,1769.609462,0,0,1,1,0,1,1,0,1,0
3917,1,22,12211.05,104.9923,562.038508,1,0,1,1,0,1,1,0,0,0
3919,4,50,16585.68,162.4676,1685.817734,1,0,0,0,0,0,1,1,1,0
3920,2,40,32524.56,207.4811,1299.583627,1,0,1,0,1,0,1,1,1,0
3921,2,41,74249.58,184.9496,1178.011696,1,0,0,0,0,0,1,1,1,0
3922,2,52,81482.8,139.9792,843.1843931,1,0,1,0,0,1,1,0,0,1
3923,0,53,26092.38,114.9976,979.002185,1,0,1,0,0,1,1,0,0,0
3924,2,64,101628.9,184.9785,717.8935328,1,0,1,0,1,0,1,0,0,1
3925,0,50,60781.41,154.9755,1192.457478,0,0,0,0,0,0,1,0,1,0
3926,3,67,5831.16,194.9699,1265.450999,0,0,1,0,1,0,1,0,0,1
3927,1,89,16990.72,257.6549,3343.612596,1,0,1,0,1,0,1,0,1,1
3928,0,63,88741.41,127.475,479.3287784,0,0,0,1,0,1,1,0,0,1
3929,1,77,85485.94,202.4433,805.2130716,0,0,0,1,1,0,1,1,0,1
3930,8,25,73794.78,124.9643,965.4661617,0,0,0,0,1,0,1,0,0,0
3931,6,52,15278.16,197.4945,1118.046807,0,0,0,0,1,0,1,1,1,0
3932,9,75,54270.13,95.01949,1424.90105,0,0,0,0,0,1,1,0,0,0
3933,2,38,30023.57,102.4746,1003.68472,1,0,1,1,0,1,1,0,0,0
3934,9,24,42008.27,120.0049,1622.201707,1,0,1,0,0,0,0,0,0,0
3935,3,20,56427.16,162.4608,1689.545339,1,0,0,1,0,0,0,0,0,1
3936,0,26,48131.25,202.4433,1080.752449,0,0,0,0,1,0,0,1,0,1
3937,3,54,32869.26,157.4698,1826.132589,0,0,0,0,1,0,1,1,0,0
3938,3,47,34638.98,207.6094,1227.038436,1,0,0,0,1,0,1,0,1,1
3939,0,75,11611.46,222.65,768.9098018,1,0,0,1,1,0,1,0,1,1
3940,0,25,6228.97,174.9882,1058.572083,0,0,0,0,0,0,1,1,0,1
3941,0,50,12501.26,252.624,1121.796023,0,0,0,1,1,0,1,1,1,1
3942,9,58,34404.66,200.1323,3174.219068,1,0,0,1,0,0,0,0,1,1
3943,9,31,55521.06,242.6326,1110.320153,0,0,0,1,1,0,1,1,1,1
3944,2,74,26826.72,222.6609,1765.087747,1,0,0,0,0,1,1,0,1,1
3945,0,31,87147.55,204.9634,880.3136958,1,0,1,0,1,0,1,1,1,0
3946,7,78,17667.81,252.6378,2864.553994,1,0,0,0,1,0,1,1,1,1
3947,3,70,63932.89,162.4937,1294.33801,0,1,0,1,0,1,1,0,0,1
3948,0,62,68509.1,139.983,1639.020185,0,0,1,0,0,0,1,0,0,0
3949,0,68,45530.8,127.4601,918.1830814,0,0,0,1,0,0,1,0,0,0
3950,1,53,7162.12,112.4551,991.6569518,0,0,1,0,1,0,1,0,0,0
3951,1,42,62968.8,187.4673,1482.762683,0,0,1,1,0,0,1,1,1,0
3952,0,37,13383.49,187.6422,1265.511252,1,0,1,1,0,1,1,0,1,1
3953,3,48,60325.3,222.6143,1316.126296,0,0,0,0,0,0,1,0,1,1
3955,0,65,41624.04,127.4887,889.7590173,0,0,1,0,0,1,1,0,0,1
3956,3,77,58974.46,207.6094,628.1057927,0,0,1,1,1,0,1,0,1,1
3957,3,36,84405.81,92.48802,983.5145753,1,0,0,1,0,1,0,0,0,0
3958,4,67,72367.44,159.9794,2099.998325,0,0,0,0,0,0,1,1,0,0
3959,2,82,15293.02,127.4887,702.030012,0,0,1,0,0,1,1,0,0,1
3960,0,23,26493.5,172.4579,588.3651083,0,0,0,0,1,0,1,0,1,0
3961,0,68,55556.96,245.147,1859.062929,1,0,1,0,0,0,1,1,1,1
3962,3,27,44172.66,147.4421,734.4252105,1,0,0,0,1,0,1,0,0,1
3963,0,61,59861.32,104.9781,1417.244497,1,0,0,0,0,0,1,0,0,0
3964,2,25,20638.11,164.9715,1593.482092,1,0,0,0,0,0,1,1,1,0
3965,1,82,58077.49,114.9658,1448.715638,1,0,1,0,0,1,1,0,0,1
3966,3,29,14540.8,200.1323,2105.034412,1,0,1,0,0,0,1,0,1,1
3967,3,87,28665.69,235.1591,1480.104233,0,0,1,0,1,0,1,0,1,1
3968,1,38,24485.6,235.1591,1078.709113,1,0,0,0,1,0,0,0,1,1
3969,5,57,25220.46,154.9618,1407.105672,1,0,0,1,0,0,1,0,1,0
3970,2,37,10204.37,129.9598,2007.890075,0,0,1,0,0,0,1,0,0,1
3972,1,76,65782.7,242.6106,1465.534225,1,0,1,1,0,0,1,1,1,1
3973,9,21,29973.85,222.65,1967.055899,0,0,0,1,1,0,1,0,1,1
3974,3,21,50562.37,152.4742,1290.002306,1,0,1,0,0,0,1,0,0,1
3975,1,36,18070.29,152.4555,2957.287141,0,0,0,1,0,0,1,0,0,1
3976,0,84,26943.66,287.6427,924.9352116,1,0,0,0,1,0,1,1,1,1
3977,0,33,72504.63,220.1185,1305.935649,1,0,1,0,1,0,0,0,1,1
3978,0,51,78193.51,129.9483,928.1223375,0,0,0,0,0,0,1,0,1,0
3979,7,33,16859.67,139.9568,787.5389871,1,0,1,1,1,0,1,0,1,0
3980,1,80,5864.01,127.4421,1306.270891,0,0,0,0,0,0,1,0,0,1
3981,3,76,42998.95,144.9607,617.0043032,1,0,1,0,1,0,1,1,0,0
3982,1,47,93137.85,150.0208,1139.265638,1,0,1,1,0,1,1,1,0,0
3983,1,52,15534.13,182.4676,1531.785841,0,0,1,0,1,0,1,1,1,0
3984,2,42,67376.63,179.9794,959.3986136,0,0,0,1,1,0,1,1,0,0
3985,4,62,57503.75,159.9805,577.5034833,0,0,1,1,0,1,1,1,0,1
3987,3,55,64821.36,197.6288,889.1589238,0,0,1,0,0,1,1,0,1,1
3988,1,81,25832.88,169.9447,1044.205309,1,0,0,1,1,0,1,1,1,0
3989,7,78,16720.22,265.147,1023.807054,0,0,0,0,1,0,0,1,1,1
3991,0,34,64868.33,117.4872,777.0645087,0,0,0,1,0,0,1,0,0,0
3992,2,30,22227.6,159.9794,901.9731056,0,0,0,0,0,0,1,1,0,0
3993,2,52,77013.22,184.9634,2214.777592,0,0,0,1,0,0,1,1,1,0
3994,0,70,30328.46,147.4421,630.454611,1,0,0,0,1,0,1,0,0,1
3995,1,38,39124.98,139.965,2224.045421,1,0,0,0,0,0,1,0,0,1
3996,5,35,13991.22,79.97886,1683.407282,0,0,1,0,0,1,1,0,0,0
3997,3,48,13424.34,172.4705,2960.453451,0,0,0,1,0,0,1,1,0,1
3998,1,40,23263.37,149.9621,798.4043093,1,0,0,0,1,0,1,0,1,0
3999,2,77,49705.64,169.9378,800.6201669,1,0,0,0,1,0,1,0,0,1
4000,4,49,71323.38,207.6094,773.1936845,0,0,1,1,1,0,1,0,1,1
4001,2,52,42761.9,194.9744,498.5585239,0,0,1,0,1,0,1,1,0,1
4002,0,25,73571.78,200.1465,1280.711037,0,0,1,0,0,1,1,0,1,1
4003,5,46,28900.31,147.4783,1326.326983,1,0,0,0,1,0,1,1,0,0
4004,0,61,12261.86,149.9621,2960.494504,0,0,0,0,1,0,1,0,1,0
4005,0,71,21896.48,172.4624,410.7935286,0,1,1,0,1,0,1,1,1,0
4006,0,43,36113.68,212.6695,1890.634177,0,0,1,1,0,1,1,0,1,1
4007,0,52,16375.5,132.5127,874.6357853,0,0,0,0,0,1,1,0,1,0
4008,1,50,27504.76,139.9678,520.3000287,0,0,0,0,0,1,1,0,1,0
4010,1,52,7019.0,149.9778,458.7691639,1,0,0,0,1,0,1,0,0,0
4011,1,50,41192.07,227.4754,895.8563668,1,0,0,0,1,0,0,1,0,1
4012,3,52,19839.57,129.9483,1113.503645,0,0,1,0,0,0,0,0,1,0
4013,3,81,40129.49,187.6094,2034.534213,1,0,0,1,0,0,1,0,1,1
4014,1,59,43660.04,184.9634,1028.550477,0,0,1,0,0,0,1,1,1,0
4015,5,30,29715.31,194.9663,1291.115762,1,0,0,0,0,0,1,1,0,1
4016,0,36,42046.1,162.4713,608.6804201,1,0,0,0,1,0,1,0,1,0
4017,8,31,12265.71,169.9741,2470.214952,1,0,0,1,1,0,1,1,0,0
4018,0,62,81116.37,159.983,732.5653824,0,0,1,0,1,0,1,0,0,0
4019,3,29,53936.98,194.9663,2592.211229,0,1,0,0,0,0,1,1,0,1
4020,6,72,43187.75,162.447,1379.566758,0,1,1,1,0,0,1,0,0,1
4021,4,57,52230.66,172.4885,1447.593195,0,0,0,0,0,0,0,1,0,0
4022,3,59,56176.47,127.4783,1463.304212,0,0,0,1,0,0,1,1,0,0
4023,2,32,34304.39,182.4676,1326.472227,0,1,0,0,1,0,0,1,1,0
4024,1,26,20770.05,129.9621,2116.26369,1,0,1,0,0,0,1,0,1,0
4025,2,36,21302.51,159.9794,2095.117873,1,0,0,0,0,0,0,1,0,0
4026,3,36,34235.37,92.45514,1851.710555,1,0,1,1,0,0,1,0,0,0
4027,1,71,6908.55,184.9496,1450.84591,0,0,0,0,0,0,1,1,1,0
4028,3,21,56188.74,227.4754,1841.554887,1,0,1,0,1,0,1,1,0,1
4029,0,51,1779.33,184.9785,1796.010353,0,0,1,0,1,0,1,0,0,1
4030,4,62,11607.82,139.9349,962.2206823,1,0,1,0,0,0,1,0,1,0
4031,0,40,89377.1,169.9378,373.4091813,0,0,1,0,1,0,1,0,0,1
4032,1,32,11098.33,147.4713,1735.70733,0,0,0,1,0,1,1,1,0,1
4034,2,48,39855.47,169.9447,704.9286558,1,0,1,0,1,0,1,1,1,0
4035,1,49,47053.09,124.9781,2198.49291,0,0,1,0,1,0,1,0,0,0
4036,1,72,55691.37,152.466,1932.932484,1,0,1,0,1,0,1,0,1,0
4037,4,85,8435.92,149.9621,769.3159079,0,0,1,1,1,0,1,0,1,0
4038,1,62,61970.01,117.4686,773.2252534,1,0,0,0,0,0,1,0,0,0
4039,7,63,51518.48,172.4705,1083.905096,1,0,1,0,0,0,1,1,0,1
4040,1,49,54101.82,167.4847,2196.848941,0,0,1,0,0,0,1,0,1,0
4041,1,45,28468.2,182.4538,634.6695443,0,0,0,0,1,0,1,1,1,0
4042,0,55,84724.98,184.9963,1652.974278,0,0,0,1,0,1,0,1,1,0
4043,3,58,31936.02,184.967,1551.900975,1,0,0,0,1,0,1,0,1,0
4044,0,41,19460.56,137.4978,1502.957327,0,0,0,1,0,1,1,1,0,0
4045,1,47,57786.83,182.4676,1251.370897,0,0,1,0,1,0,1,1,1,0
4046,0,41,76658.88,192.4404,625.8895244,1,0,0,0,1,0,1,1,1,0
4047,1,82,2477.91,147.4738,831.3672853,1,0,0,0,1,0,0,0,0,0
4048,3,37,5289.83,242.6573,2044.702772,0,0,1,1,0,1,1,1,1,1
4049,0,81,23156.69,104.9629,783.1783931,0,0,1,1,0,1,1,0,1,0
4050,2,38,35337.11,174.9882,1170.139527,0,1,0,0,0,0,1,1,0,1
4051,0,42,30928.21,137.4392,638.0977736,1,0,1,0,1,0,1,0,1,0
4052,2,38,29210.9,182.447,833.2996999,1,0,1,0,1,0,1,0,0,1
4054,1,71,9399.04,172.4555,1076.282569,1,0,0,1,1,0,1,0,0,1
4055,0,79,16970.75,265.1283,1537.073388,0,0,1,0,1,0,0,1,1,1
4056,7,59,45395.08,270.1604,2408.542735,0,0,0,0,0,0,1,1,1,1
4057,4,67,43487.16,82.49655,696.2689909,0,0,0,0,0,1,1,0,0,0
4058,3,61,26699.84,114.9509,1653.932692,1,0,1,1,0,0,1,0,0,0
4059,2,49,49081.51,212.6415,1249.968178,1,0,0,0,0,0,1,0,1,1
4060,1,79,18071.31,190.1599,863.4968708,0,0,0,1,0,1,1,0,1,1
4061,0,19,61510.96,149.9378,1722.330381,0,0,0,0,0,0,1,0,0,1
4063,1,66,20455.42,172.4871,992.6561706,0,0,0,0,0,1,1,1,1,0
4064,1,37,24844.03,154.9755,2574.581362,1,0,1,0,0,0,1,0,1,0
4065,1,32,58887.16,265.1283,981.7181093,0,0,1,0,1,0,1,1,1,1
4066,0,73,57265.89,242.6326,2280.034122,1,0,1,0,1,0,1,1,1,1
4067,3,35,26190.71,159.9805,721.3139824,1,0,1,0,0,1,1,1,0,1
4068,7,71,3360.57,262.6106,2120.151113,0,0,0,0,1,0,1,1,1,1
4069,1,40,21018.6,187.6094,2006.605241,0,0,0,0,0,0,1,0,1,1
4070,0,65,27147.53,182.4433,1069.814443,0,1,1,0,0,0,1,1,0,1
4071,1,70,55025.02,257.6513,1882.174515,0,0,0,1,0,0,1,1,1,1
4072,8,69,88400.34,152.5104,1072.95902,1,0,0,1,0,0,1,1,0,0
4073,0,87,4464.62,147.4738,985.0942314,0,0,1,0,1,0,1,0,0,0
4074,1,78,13715.57,174.9581,1549.953908,1,0,1,0,0,0,1,1,1,0
4076,8,45,16905.12,197.484,1449.618401,1,0,1,0,0,0,0,1,0,1
4077,2,27,68836.22,220.1149,1670.890036,0,0,1,0,0,0,1,1,1,1
4078,0,27,85712.06,217.484,756.1541962,1,0,0,0,1,0,0,1,0,1
4080,0,44,27249.39,207.6094,831.3552738,1,0,1,1,1,0,1,0,1,1
4081,3,22,37622.41,194.9768,1614.234523,1,0,1,0,1,0,1,1,1,0
4082,2,68,23406.73,169.9378,1216.01156,0,0,0,0,1,0,1,0,0,1
4083,2,50,20655.49,162.4608,1030.22533,1,0,0,1,0,0,1,0,0,1
4084,7,30,91961.79,147.4564,1258.92066,0,0,0,1,0,0,1,1,0,0
4085,2,27,17423.53,159.9476,1582.882748,0,1,1,0,0,0,1,1,0,1
4086,4,44,34597.28,149.9447,1390.860478,0,0,0,0,0,0,1,1,1,0
4087,3,75,46745.03,277.6513,1017.250159,0,0,1,0,1,0,1,1,1,1
4088,1,61,5917.37,139.9979,1068.365286,1,0,0,0,0,1,1,0,0,1
4089,0,63,43184.08,129.9598,1185.421568,0,0,1,0,0,0,1,0,0,1
4090,0,21,49614.23,137.4698,911.2594992,1,0,1,0,0,0,1,1,0,0
4091,0,34,17736.57,159.965,638.2966688,1,0,1,0,1,0,1,0,0,1
4092,4,25,50390.91,169.9928,1335.552296,0,0,1,0,1,0,1,1,0,0
4093,1,63,11247.62,172.4624,1116.289401,1,0,0,0,1,0,1,1,1,0
4094,0,37,14828.39,162.4653,1452.308983,1,0,0,0,0,0,1,1,0,1
4095,7,29,86449.72,112.4551,849.8471125,1,0,0,0,1,0,1,0,0,0
4096,3,69,8705.79,192.4404,1903.138739,1,0,1,0,1,0,1,1,1,0
4097,6,18,20724.48,172.4742,1547.496008,1,0,1,1,1,0,1,0,0,1
4098,4,70,40643.06,137.4392,1760.029684,0,0,1,0,1,0,1,0,1,0
4099,4,55,16035.67,230.1344,1235.041233,0,0,0,0,0,1,1,1,1,1
4100,1,70,27967.87,182.4676,1532.242102,0,0,0,0,1,0,0,1,1,0
4101,2,67,39176.98,245.1457,1692.14874,0,0,1,0,1,0,1,0,1,1
4102,1,19,9713.69,222.6281,1685.709392,1,0,1,0,0,0,0,0,1,1
4103,4,29,7458.91,220.1615,1378.197785,0,0,1,0,0,1,0,1,1,1
4104,1,61,18073.63,192.4705,2094.027389,1,0,0,0,1,0,1,1,0,1
4105,1,32,27492.15,159.965,1654.594685,1,0,1,0,1,0,1,0,0,1
4106,3,28,17931.97,255.1198,3452.422228,0,0,0,0,0,0,1,1,1,1
4107,1,84,23618.18,245.132,1556.189478,1,0,1,0,1,0,1,0,1,1
4108,0,25,14790.79,92.45514,847.5443814,1,0,1,0,0,0,1,0,0,0
4109,2,80,4289.84,182.447,1048.841947,0,0,1,0,1,0,1,0,0,1
4110,0,49,11555.49,207.4673,1985.001327,0,0,1,0,1,0,1,1,1,0
4111,0,61,20646.5,162.4676,1063.553,0,0,1,0,0,0,1,1,1,0
4112,0,20,84655.31,137.5165,1552.219697,0,0,1,0,0,1,0,1,0,0
4113,0,61,43528.14,182.497,576.7539469,1,0,0,0,1,0,1,1,0,0
4114,4,61,31559.08,127.475,871.6497245,1,0,0,1,0,1,1,0,0,1
4115,3,75,5025.12,159.9642,1267.767102,0,0,0,0,0,1,1,1,1,0
4116,0,37,13342.18,139.9678,1175.07987,1,0,0,0,0,1,1,0,1,0
4117,0,45,7324.74,139.9349,1676.476901,0,0,1,0,0,0,0,0,1,0
4118,8,25,6650.96,202.4433,1674.101146,0,0,0,0,1,0,1,1,0,1
4119,3,88,1404.19,187.656,1542.223736,0,0,0,0,0,1,1,0,1,1
4120,3,56,55127.57,149.9447,1288.736573,0,0,1,0,0,0,1,1,1,0
4121,0,56,55736.72,147.4738,1198.110595,1,0,1,0,1,0,1,0,0,0
4122,1,18,37552.63,159.9942,1861.838695,0,0,1,0,0,1,1,1,0,1
4123,3,88,22428.12,117.5015,558.6380046,1,0,0,0,0,1,1,0,0,0
4124,4,88,9693.38,235.1555,1627.193453,0,0,0,0,0,0,1,1,1,1
4125,2,39,19745.98,127.4421,1061.907795,0,0,1,0,0,0,1,0,0,1
4126,3,76,47393.32,137.4684,975.6560108,1,0,1,0,0,1,1,1,1,0
4127,0,28,31654.75,142.5007,2214.155609,0,1,0,1,0,0,1,0,0,0
4128,0,64,15719.1,172.4567,946.9600501,0,0,1,0,0,0,1,1,0,1
4129,0,40,102072.0,212.6415,1717.407155,0,0,1,0,0,0,1,0,1,1
4131,1,55,40877.0,240.1149,2064.732863,0,0,0,1,1,0,1,1,1,1
4132,1,21,17217.29,222.6281,1761.873779,1,0,0,0,0,0,1,0,1,1
4133,3,67,7041.99,129.9598,1037.103018,0,0,0,1,0,0,1,0,0,1
4134,1,71,15666.43,149.9447,1882.950851,1,0,0,1,0,0,1,1,1,0
4135,0,63,48167.78,142.4827,1162.614265,1,0,1,1,0,0,1,0,0,1
4136,1,19,3379.82,242.6435,2616.565517,1,0,0,0,0,1,1,1,1,1
4137,3,41,43886.72,95.01949,796.4508318,1,0,0,1,0,1,1,0,0,0
4138,3,24,28683.49,144.9607,1151.520457,1,0,1,0,1,0,1,1,0,0
4140,0,65,42739.62,179.9476,1670.944369,1,0,0,1,1,0,1,1,0,1
4141,1,42,22986.69,162.4608,1295.610833,1,0,0,1,0,0,1,0,0,1
4142,3,43,35590.37,114.9658,468.36494,0,0,0,0,0,1,1,0,0,1
4143,0,61,28963.75,137.4392,2246.098296,1,0,0,0,1,0,1,0,1,0
4144,2,27,12211.88,172.4441,628.4063951,1,0,0,1,1,0,1,0,1,0
4145,0,76,82481.35,137.4392,646.3090606,0,0,0,0,1,0,0,0,1,0
4146,1,86,59196.24,127.475,412.7637414,0,0,1,0,0,1,1,0,0,1
4147,0,77,25859.59,137.4684,1028.818406,0,0,0,1,0,1,1,1,1,0
4148,3,44,13836.46,104.9643,1070.918591,1,0,1,0,0,0,1,0,0,0
4149,3,22,91563.15,127.4421,969.8255583,0,0,0,0,0,0,1,0,0,1
4150,4,67,61117.27,127.4958,1089.662539,0,0,0,0,1,0,1,0,0,0
4151,3,58,14656.97,127.4783,1471.541306,0,0,0,0,0,0,1,1,0,0
4152,2,48,81945.11,192.4885,795.5471897,0,0,1,1,1,0,1,1,0,0
4153,7,85,47066.46,127.4958,1973.062252,1,0,1,0,1,0,1,0,0,0
4154,2,83,17786.67,147.4421,1225.839629,1,0,1,0,1,0,1,0,0,1
4155,1,34,22447.98,182.4676,758.5059535,0,0,1,1,1,0,1,1,1,0
4156,1,52,37438.69,177.6508,753.8000793,0,0,1,1,0,1,1,0,1,1
4157,0,69,18370.06,140.0013,1060.698386,0,0,0,0,0,0,1,1,0,0
4158,1,32,11091.57,114.9658,560.5940436,0,0,0,1,0,1,1,0,0,1
4159,0,53,45396.13,172.5034,1751.102541,0,0,1,1,0,1,1,1,0,1
4161,4,88,47792.78,182.4538,537.4400071,1,0,0,0,1,0,1,1,1,0
4162,0,77,70094.06,92.45514,740.9934575,0,0,0,1,0,0,1,0,0,0
4163,1,82,43447.28,220.1323,1386.235112,0,0,1,1,1,0,1,0,1,1
4164,3,23,21308.46,114.9509,1628.925715,1,0,0,0,0,0,1,0,0,0
4165,0,79,12547.26,184.9496,1431.48792,1,0,1,0,0,0,1,1,1,0
4166,3,67,29318.96,152.509,885.8344713,1,0,0,0,0,1,1,1,1,0
