,Children,Age,Income,Outage_sec_perweek,Yearly_equip_failure,Tenure,MonthlyCharge,Gender_Male,Gender_Nonbinary,Techie_Yes,InternetService_Fiber Optic,InternetService_None,Tablet_Yes,Phone_Yes,TechSupport_Yes
5401,3,85,33806.39,17.55118,0,63.76818,149.9483,0,0,0,1,0,0,1,1
5403,6,27,49543.37,7.804234,2,67.89759,175.0062,0,1,1,0,0,0,1,1
5404,2,20,13371.2,2.245181,0,56.716,159.9656,0,0,0,0,0,0,1,1
5405,4,75,45064.51,11.29978,1,68.83942,92.5018,0,0,0,0,1,1,1,0
5407,1,89,19680.77,11.31582,2,43.41671,137.4836,1,0,0,0,0,1,1,0
5408,8,29,50297.06,9.560116,1,46.40554,252.624,0,0,1,1,0,0,0,1
5409,1,27,27758.51,8.999013,0,67.64041,159.9794,0,0,1,0,0,0,1,0
5410,3,82,9073.21,9.490555,0,59.21526,207.4754,0,0,0,0,0,0,1,1
5411,2,71,8192.25,10.78865,0,57.25147,172.4742,1,0,1,1,0,0,1,1
5412,1,40,9710.42,12.7476,0,61.72165,204.9634,0,0,0,1,0,0,1,0
5413,3,87,20562.72,10.91183,0,44.69494,162.5007,1,0,0,1,0,0,1,1
5414,3,19,53165.55,7.997538,1,54.50776,172.4579,0,0,0,1,0,0,1,0
5415,2,33,16470.19,10.05697,0,64.99757,217.484,1,0,0,1,0,0,1,0
5416,2,60,9801.15,11.34653,1,66.04097,222.6362,0,0,0,1,0,0,1,1
5417,3,42,34084.03,9.269101,0,69.2962,232.624,0,0,0,0,0,0,1,1
5418,0,23,12587.71,8.21878,0,57.77873,164.9715,0,0,0,0,0,0,1,1
5419,1,83,18470.36,14.89325,0,65.04247,187.6422,0,0,0,0,1,0,1,1
5420,0,65,34869.71,10.62745,0,66.09752,144.9607,1,0,0,1,0,0,1,0
5421,3,26,55959.96,6.266123,0,53.82378,117.4835,1,0,0,0,1,0,1,0
5422,4,84,15431.03,13.93978,0,45.54189,194.9699,1,0,0,1,0,0,0,1
5423,0,52,11609.43,10.20567,1,53.17302,79.97886,0,0,0,0,1,0,1,0
5424,1,29,87107.32,8.49259,1,61.50313,162.4713,0,0,1,1,0,0,1,1
5425,1,63,32521.54,8.387455,0,64.61766,227.4754,0,0,0,1,0,0,1,1
5426,0,81,55565.75,7.200426,0,65.52605,152.5104,0,0,1,0,0,0,1,1
5427,3,67,43915.77,9.413829,1,61.96091,210.127,1,0,0,1,0,0,1,0
5428,1,80,30844.7,6.324142,1,66.9628,192.4567,1,0,0,1,0,0,1,1
5429,0,75,60136.7,8.938938,0,60.91354,220.1149,1,0,1,0,0,1,1,0
5430,0,76,53468.72,11.24818,1,71.52256,112.4551,0,1,0,1,0,0,1,0
5431,1,39,64799.95,10.57648,0,67.39149,197.6288,1,0,0,0,1,0,1,0
5433,1,89,84596.35,8.402222,0,71.93473,124.9643,0,0,0,1,0,1,1,1
5434,0,79,72320.92,13.06288,1,68.64996,132.466,1,0,0,0,0,1,1,1
5435,1,63,35704.68,12.13201,0,60.18407,149.9707,0,0,0,0,1,0,1,1
5436,1,57,16649.73,6.824724,0,58.32931,127.482,0,0,0,1,0,1,1,1
5437,2,22,22393.09,8.116704,0,50.05258,275.1336,1,0,0,1,0,0,1,0
5438,0,47,42617.19,8.850749,0,65.44764,114.9838,0,0,0,0,1,1,0,1
5439,1,41,25656.47,10.77254,0,68.65945,172.4404,1,0,0,0,0,1,1,0
5441,1,68,75171.75,5.960738,0,62.59338,177.4945,0,0,0,0,0,0,1,1
5442,9,63,52391.66,3.362308,0,69.53443,179.9794,0,0,0,1,0,1,1,0
5443,3,40,31780.88,7.779367,0,49.96921,169.9447,1,0,0,1,0,0,1,0
5444,1,47,62285.3,6.657385,0,70.78918,104.9643,1,0,0,0,0,0,1,1
5445,1,25,27052.82,12.05531,0,57.74783,147.4421,1,0,1,1,0,0,1,0
5446,2,61,23672.57,15.46065,0,53.77634,124.9781,1,0,0,1,0,0,0,0
5447,0,45,36084.05,5.803708,0,53.34625,142.4713,1,0,0,0,0,0,1,1
5448,0,83,54073.62,11.16039,0,61.33997,194.9768,0,0,1,1,0,0,0,1
5450,0,70,9901.11,9.49165,1,66.47606,225.1457,0,0,0,0,0,1,1,0
5451,3,24,56591.47,7.924796,0,65.83332,162.4538,1,0,0,0,0,0,1,1
5452,9,60,10521.06,5.310665,0,65.04596,184.967,0,0,0,1,0,1,1,1
5453,1,38,44828.91,8.501293,1,42.31228,192.4404,0,0,0,1,0,0,1,0
5454,3,68,87243.94,11.52485,1,38.28807,169.9671,0,0,0,0,1,0,0,0
5455,1,37,44792.39,8.625992,1,49.90782,159.9942,0,0,0,0,1,1,1,0
5456,4,79,25315.11,12.11202,0,52.00223,172.4555,1,0,1,1,0,1,1,0
5457,2,81,56875.65,7.536421,1,69.51253,162.447,0,0,0,0,0,0,1,1
5458,0,89,27155.66,16.4535,1,39.01296,139.9568,1,0,0,1,0,1,1,0
5459,3,78,60256.74,8.059137,0,55.26536,275.1198,0,1,0,1,0,1,1,1
5460,6,66,18020.93,9.609291,1,47.02878,277.6513,1,0,1,1,0,1,1,0
5461,4,78,38792.69,9.050694,0,57.76017,162.447,0,0,0,0,0,1,1,1
5462,1,62,945.47,8.314029,0,58.23726,214.9525,0,0,0,1,0,0,0,1
5463,2,22,26451.48,9.17938,0,70.4859,119.9568,1,0,0,0,0,0,1,0
5464,1,57,36374.44,9.099766,0,67.82145,232.6228,0,0,0,1,0,0,1,0
5466,0,54,22871.91,9.241893,0,50.90725,207.4673,1,0,0,1,0,0,1,1
5467,7,43,37989.78,6.088598,0,68.90613,164.9647,1,0,0,0,0,0,1,1
5468,1,85,36987.9,14.85701,0,48.20538,105.011,0,0,0,0,1,1,1,1
5469,2,75,29161.86,12.09365,0,65.26303,252.624,1,0,0,1,0,0,1,1
5470,1,51,87206.32,12.65671,0,61.3125,152.5022,0,0,0,0,1,0,1,0
5471,1,31,44761.66,16.16919,2,60.25968,137.4392,1,0,1,1,0,0,1,0
5472,0,70,23622.45,6.335191,6,57.81554,137.4836,1,0,0,0,0,0,1,0
5473,3,60,52354.35,4.939062,0,67.8576,130.0064,1,0,0,0,1,1,1,0
5474,2,34,34352.36,7.470028,0,51.55857,139.9875,0,0,0,0,0,0,1,1
5475,8,27,57922.83,12.67625,0,66.10268,184.9634,1,0,0,0,0,1,1,0
5476,2,60,51591.16,15.17395,0,70.65651,124.9781,1,0,0,1,0,0,1,0
5477,2,45,14253.48,9.941965,0,59.23589,242.6281,1,0,1,1,0,0,1,0
5478,3,21,14474.74,15.72313,1,68.1383,200.1323,1,0,0,0,0,0,1,0
5479,7,76,81311.64,13.93608,0,59.27489,152.4798,1,0,0,1,0,0,1,0
5480,0,71,13044.82,13.76037,0,63.59925,139.9816,1,0,0,0,1,1,1,0
5481,1,46,24925.09,10.20264,0,54.13164,182.4433,1,0,0,0,0,0,1,0
5482,0,31,28229.96,8.910387,1,49.8342,92.5018,0,0,0,0,1,0,1,0
5483,4,57,28554.11,9.52118,0,67.31834,114.9728,1,0,0,1,0,0,1,0
5484,2,75,7503.93,12.05761,0,50.33619,232.6228,0,0,0,1,0,1,1,0
5486,6,34,15548.43,10.80098,1,62.5003,124.9607,1,0,1,0,0,0,1,0
5487,3,52,39800.89,14.37339,0,38.54459,192.4404,0,0,0,1,0,1,1,0
5488,0,79,23513.42,11.21728,0,59.51288,149.9621,0,0,0,1,0,0,1,0
5489,3,79,60196.97,8.320959,1,53.46837,184.9496,1,0,0,0,0,1,1,1
5490,1,25,30352.63,9.34142,0,67.2235,192.4705,1,0,0,1,0,0,0,0
5491,0,61,60511.95,12.13357,0,62.16298,137.4392,0,0,0,1,0,1,1,0
5492,3,75,21198.04,15.29214,1,55.90679,252.6378,1,0,0,1,0,0,1,0
5493,2,32,11981.69,10.51434,0,68.37005,162.4676,0,0,0,0,0,0,1,0
5494,1,35,36965.48,10.02068,1,63.04335,182.4608,1,0,0,1,0,1,1,0
5495,3,62,38139.38,12.64941,0,62.90729,210.1563,1,0,0,0,1,0,1,0
5496,0,39,46605.04,4.815435,0,63.42204,160.0122,1,0,0,0,1,0,1,1
5497,1,24,43152.51,10.96828,0,68.74532,94.97283,1,0,0,0,0,1,1,0
5498,1,20,64212.33,12.25402,0,49.30275,174.9699,1,0,0,0,0,0,1,1
5499,4,78,12958.97,13.15864,1,70.72564,220.1185,0,0,0,1,0,0,1,1
5500,0,30,25702.76,3.143798,0,52.16336,139.965,0,0,0,0,0,0,1,0
5501,0,87,57937.88,10.13562,0,65.52904,150.007,0,0,0,0,1,0,1,1
5502,1,39,44565.15,8.432151,0,65.33592,139.9979,1,0,0,0,1,0,1,1
5503,0,64,30466.06,8.669616,0,68.96904,242.6281,0,0,0,1,0,1,0,0
5504,0,34,18848.82,10.31104,1,48.03427,159.9942,0,0,0,0,1,0,1,0
5505,0,40,9389.63,12.15902,0,61.38844,265.1283,1,0,0,1,0,1,1,0
5506,3,61,50676.79,14.47735,0,45.6394,187.4847,0,0,0,1,0,0,1,1
5507,5,79,13663.98,12.57414,1,64.45957,152.466,0,0,0,1,0,0,1,1
5508,0,25,51295.85,4.289739,0,57.08448,107.482,0,0,0,0,0,1,1,1
5509,3,81,28986.88,13.7377,0,71.44192,149.9913,0,0,1,0,1,1,1,0
5510,3,85,67319.03,7.197183,1,57.37827,137.4836,0,0,0,0,0,1,1,0
5511,1,69,38343.18,13.03,0,63.96491,174.9768,1,0,0,0,0,0,1,1
5512,6,60,3308.31,9.696143,0,62.11401,184.967,1,0,1,1,0,0,0,1
5513,6,19,28887.1,13.04317,1,48.49962,130.0244,1,0,0,0,1,1,1,1
5514,0,64,16836.27,6.238726,0,55.0447,169.9447,0,0,0,1,0,0,1,0
5515,4,28,67999.24,8.564499,0,67.19559,127.525,0,0,0,0,1,1,0,0
5516,0,80,3328.23,14.90964,1,52.03938,232.624,1,0,0,0,0,0,1,1
5517,1,55,47824.43,4.446464,0,62.40564,174.9755,1,0,0,1,0,0,1,0
5518,7,33,82263.4,10.6619,0,57.49209,129.9778,1,0,0,0,0,0,1,1
5519,3,74,22610.64,10.04493,0,67.16512,275.1336,1,0,0,1,0,0,1,0
5520,2,34,30369.33,8.580033,0,56.9918,124.9781,1,0,0,1,0,0,1,0
5521,0,70,9416.77,11.68265,0,62.85596,232.6378,1,0,0,0,0,1,0,0
5523,3,81,29516.52,4.071444,2,67.11808,117.4872,1,0,1,0,0,0,0,1
5524,2,45,60915.52,9.039072,1,62.01898,172.4555,0,0,0,1,0,1,1,0
5525,4,50,69785.23,14.24574,2,64.8122,207.6094,1,0,0,1,0,1,1,0
5526,4,34,8316.09,15.17632,0,64.26152,242.6106,0,0,0,0,0,1,1,0
5527,0,50,13238.2,12.39145,0,68.68481,207.6094,1,0,0,1,0,1,1,0
5528,0,87,34209.19,6.413823,0,65.64814,144.9607,1,0,0,1,0,1,1,0
5529,0,54,46724.11,6.186245,0,68.85746,137.4698,0,0,1,0,0,0,1,1
5530,2,26,44343.75,9.817377,2,70.634,147.4601,1,0,0,1,0,0,0,1
5531,8,71,55008.17,10.26151,1,41.51958,167.4847,0,0,0,0,0,0,1,1
5532,4,87,44669.47,3.521663,0,58.64675,152.4555,1,0,0,0,0,1,1,0
5533,0,73,22773.12,7.184528,1,58.52603,197.4876,1,0,0,1,0,0,1,1
5534,1,69,16185.46,12.0769,0,69.78436,137.4392,1,0,0,1,0,1,1,0
5535,1,70,77445.52,5.725979,0,57.81671,160.0013,0,0,0,1,0,0,1,0
5536,0,22,96339.25,10.17641,0,56.54286,140.0049,1,0,1,1,0,1,1,1
5537,2,49,27386.18,11.69753,0,65.41235,197.5169,0,0,1,0,1,0,1,1
5538,1,28,18033.25,7.337078,1,66.63528,127.4421,0,0,0,0,0,1,1,0
5539,0,79,38096.62,9.709458,0,66.17528,117.4835,1,0,0,0,1,0,1,0
5540,2,46,54079.21,7.362249,0,59.6877,125.0073,0,0,0,0,1,0,1,0
5541,0,51,54776.36,9.295079,1,60.83302,162.4827,1,0,0,1,0,0,1,0
5542,0,76,27666.82,8.180153,0,52.41441,232.6228,0,0,0,1,0,1,1,0
5543,0,75,14788.19,14.82937,1,71.08539,149.9778,0,0,0,1,0,1,1,1
5544,1,80,50705.77,12.9098,0,45.18454,184.9963,0,0,0,0,1,0,1,1
5545,1,51,5871.1,4.141424,0,64.16494,127.475,1,0,1,0,1,1,1,1
5546,0,71,94076.08,7.605146,1,44.81075,162.4653,0,0,0,0,0,1,0,0
5547,2,73,23553.3,9.146769,1,60.9767,124.9781,1,0,0,1,0,0,1,0
5548,1,66,44541.99,9.06755,0,51.32084,119.9897,1,0,0,0,1,1,1,1
5549,2,78,43747.73,11.47664,0,66.91612,194.9992,0,0,0,0,1,0,1,1
5550,3,47,35696.39,17.38034,0,47.4558,159.9642,0,0,0,0,1,0,1,0
5551,1,85,18273.34,10.19528,0,65.73734,222.6362,1,0,0,1,0,0,1,1
5552,1,52,41329.2,5.217412,0,59.01535,149.9483,0,0,0,1,0,0,1,1
5553,2,29,80683.44,11.77618,0,58.60767,172.4579,1,0,0,1,0,1,1,0
5555,2,49,20541.47,9.699018,0,48.35393,132.466,0,0,0,0,0,0,1,1
5556,1,37,12125.2,2.864423,0,71.9076,152.5022,1,0,0,0,1,1,1,0
5557,0,70,32332.63,11.82086,0,51.17826,112.4551,1,0,0,1,0,0,1,0
5558,2,39,31680.79,11.12098,2,63.05008,139.9568,0,0,0,1,0,1,0,0
5559,1,47,46701.02,6.071604,0,43.2487,242.6326,1,0,0,1,0,0,1,0
5560,1,59,38226.33,12.26505,1,61.92686,164.967,0,0,0,0,0,0,1,1
5561,10,73,7780.59,6.963307,0,43.29451,179.9476,0,0,1,1,0,0,1,0
5562,4,78,38511.78,6.423763,1,53.66219,227.4754,0,0,0,1,0,0,1,1
5563,4,87,10311.58,8.315119,0,38.71974,112.4551,0,0,0,1,0,0,1,0
5564,1,43,76301.97,9.058356,0,69.05558,222.6143,1,0,0,0,0,0,1,1
5565,1,41,32105.64,12.78937,1,56.09481,212.6228,1,0,0,0,0,0,1,0
5566,0,37,30320.37,7.885518,0,68.03309,222.6792,1,0,0,0,1,0,1,0
5567,8,89,74303.71,12.21401,0,61.22216,117.4835,0,0,0,0,1,0,1,0
5568,3,24,100029.1,16.1971,0,41.8312,187.6094,1,0,0,0,0,0,1,0
5569,3,50,6754.71,8.381855,0,65.33504,105.011,0,0,0,0,1,0,1,1
5570,0,78,40810.36,7.466966,0,71.03451,117.5015,0,0,0,0,1,0,1,1
5571,8,18,21400.67,11.6213,0,61.42037,210.1518,1,0,0,0,1,1,1,0
5572,3,27,9395.57,10.69919,0,71.79134,162.4689,0,0,0,1,0,1,1,1
5573,1,58,36531.81,13.73892,0,64.48138,232.624,1,0,0,0,0,0,1,1
5574,0,39,13883.75,8.718083,0,52.98075,204.9634,1,0,1,1,0,0,1,0
5575,1,87,98072.18,3.737016,3,62.20987,162.4676,1,0,0,0,0,0,1,0
5576,0,67,17018.27,11.55215,0,64.41881,242.6143,1,0,0,1,0,0,0,1
5577,0,72,73130.15,9.172161,0,62.84931,102.4746,1,0,0,0,1,0,1,0
5578,0,44,95564.57,8.103596,0,59.86174,142.5007,0,0,0,0,0,0,1,1
5579,4,64,30931.95,8.038547,0,59.2505,162.4653,1,0,1,0,0,0,1,0
5580,0,76,47159.92,12.98739,0,66.00861,220.1615,0,0,0,0,1,1,1,0
5581,1,48,13039.56,10.92729,0,41.09169,169.9378,0,0,0,1,0,0,1,0
5582,7,46,17974.25,13.11159,0,70.73353,124.9643,0,0,0,1,0,0,1,1
5583,2,59,26317.37,10.83154,0,62.01927,252.6378,1,0,0,1,0,0,0,0
5585,0,51,47659.53,9.840486,0,52.98033,215.1591,0,0,0,0,0,1,1,1
5586,0,38,58762.0,11.03118,0,58.67143,220.1185,0,0,0,1,0,0,1,1
5587,9,22,71459.96,8.510764,1,62.65335,114.9838,1,0,1,0,1,0,1,1
5588,3,45,79363.76,9.865242,0,60.34933,212.6415,0,0,0,0,0,0,0,1
5589,3,67,22326.55,10.51705,0,40.35976,160.0013,1,0,1,1,0,1,1,0
5590,0,71,23360.78,13.01854,0,70.49798,140.0342,0,0,0,0,1,0,1,1
5592,0,83,50525.18,9.835454,0,61.02521,187.4974,1,0,1,0,0,0,1,1
5593,3,78,38259.59,10.94626,0,58.2745,270.1604,1,0,0,0,0,0,1,1
5594,6,74,48478.65,6.224191,0,65.49323,149.9378,0,0,0,0,0,0,1,0
5595,4,89,14208.46,10.42188,0,62.79035,127.5067,1,0,0,0,1,0,1,1
5596,1,77,62758.96,11.67521,0,41.58309,194.9882,1,0,0,1,0,1,1,0
5597,1,88,51179.24,8.490049,0,47.99239,265.1283,1,0,0,1,0,0,1,0
5598,0,58,58834.68,8.796769,1,48.29494,107.4806,0,0,0,0,1,0,1,0
5599,4,79,42887.04,7.539443,2,43.00021,147.4421,1,0,0,1,0,1,1,0
5601,1,88,17824.03,11.96892,0,67.91991,104.9643,1,0,0,0,0,0,1,1
5602,8,60,46550.44,13.44192,1,60.99804,235.1591,1,0,0,1,0,0,1,1
5603,1,72,42700.87,15.71134,1,60.40651,162.5299,0,0,0,0,1,0,0,1
5605,1,59,50308.74,16.29437,0,68.83272,124.9781,0,0,0,1,0,0,1,0
5607,0,21,39441.87,6.388387,1,57.27044,257.6375,0,0,0,0,0,1,1,1
5608,4,63,28253.53,8.305023,1,59.43102,184.9647,1,0,0,1,0,0,1,1
5610,0,80,41893.09,4.545308,0,61.47987,172.4579,1,0,0,1,0,1,1,0
5611,8,34,69150.98,11.46918,0,58.54353,130.0244,1,0,0,0,1,1,1,1
5612,3,62,38691.22,14.09089,0,49.7446,152.4742,1,0,0,0,0,0,1,1
5613,8,19,93517.61,12.85222,0,66.00869,124.9607,1,0,0,0,0,1,1,0
5614,3,45,7998.07,7.45222,0,70.02121,165.0182,0,0,0,0,1,0,1,1
5615,0,85,19354.83,6.473077,0,60.81561,242.6281,0,0,0,1,0,0,1,0
5616,6,39,46288.04,5.375651,1,60.5779,129.9915,1,0,0,0,0,0,1,0
5617,2,59,5884.45,2.970156,0,51.58472,149.9598,0,0,0,1,0,0,1,0
5618,0,23,32255.86,10.0547,0,55.31656,245.132,0,0,0,1,0,1,0,1
5619,2,18,47145.15,6.182063,0,63.30929,137.4392,1,0,0,1,0,1,1,0
5620,8,35,33081.5,16.2337,0,53.27752,182.4433,1,0,0,0,0,0,1,0
5621,0,79,48011.59,8.447596,0,65.90305,262.6106,0,1,0,1,0,0,1,0
5622,2,77,54548.92,9.987264,2,60.87582,210.127,1,0,0,1,0,0,1,0
5623,0,38,48724.89,12.87371,0,66.0517,242.6435,1,0,0,0,1,0,1,1
5624,0,24,11566.91,6.888013,0,57.31571,160.0013,0,0,0,1,0,1,1,0
5625,0,26,9362.64,12.49043,0,58.97505,194.9663,1,0,0,0,0,0,1,0
5626,7,54,54726.01,8.218342,0,62.37954,92.5018,0,0,0,0,1,0,1,0
5627,3,48,28251.23,6.038077,0,70.56358,177.4876,0,0,0,0,0,1,1,1
5628,1,69,49245.97,15.43806,0,65.07415,127.4586,1,0,0,0,1,0,1,0
5629,0,87,67379.0,10.444,0,56.20378,112.4844,0,0,1,0,1,0,1,0
5630,0,23,8549.99,7.733514,0,54.2897,162.5119,0,0,0,0,1,1,1,0
5631,1,21,23794.39,9.368647,1,60.15898,174.9755,1,0,0,1,0,1,1,0
5632,4,73,32631.96,9.687778,0,61.84801,184.9647,1,0,0,1,0,0,1,1
5633,1,48,61763.76,8.187755,0,56.9978,140.0013,0,0,0,0,0,0,1,0
5634,8,39,58807.77,10.7472,0,46.30619,137.4872,1,0,0,1,0,0,1,1
5635,3,53,27857.09,5.365486,1,66.7449,152.4579,1,0,0,0,0,1,1,0
5636,6,34,24721.14,7.323119,0,65.29309,139.9512,0,0,0,0,0,1,1,1
5637,4,18,51899.15,5.072082,0,58.05485,124.9643,0,0,0,1,0,0,1,1
5638,0,86,54397.09,12.96235,1,56.79909,149.9913,0,0,1,0,1,1,1,0
5639,2,81,21145.92,12.02273,2,71.93174,129.9915,1,0,1,0,0,0,1,0
5640,2,45,48863.25,9.966641,1,59.85396,182.4833,1,0,0,1,0,1,1,1
5641,2,61,14976.0,8.297271,1,69.32327,184.9797,1,0,1,0,0,0,1,1
5642,3,56,17885.01,7.935437,0,61.0911,147.4564,0,0,0,0,0,0,1,0
5643,2,72,69163.69,4.150543,0,64.91322,172.4555,1,0,0,1,0,1,1,0
5644,0,78,72121.31,7.291041,0,67.93291,252.6378,1,0,0,1,0,0,1,0
5645,3,85,16055.06,3.492741,1,47.64072,169.9378,0,0,0,1,0,0,1,0
5646,1,27,28377.8,6.516318,1,71.3084,117.472,0,0,0,0,1,0,1,1
5647,0,42,73776.62,12.92975,0,65.21792,187.6422,1,0,0,0,1,1,1,1
5648,0,21,23445.49,8.435589,1,48.98002,147.4713,0,0,0,0,1,0,1,0
5650,1,54,44990.6,7.534976,1,71.71986,174.9919,1,0,0,1,0,0,1,1
5651,4,61,10568.63,14.19495,0,67.1766,129.9483,1,0,0,0,0,0,1,1
5652,1,39,38381.92,10.6514,0,61.91778,222.6362,0,0,0,1,0,0,1,1
5653,2,78,48148.86,12.16455,1,48.08209,245.1283,1,0,0,0,0,0,0,0
5654,2,36,29547.56,11.08317,1,41.94323,140.0013,0,0,0,0,0,0,1,0
5655,4,43,11962.55,9.519194,0,50.58158,127.4887,0,0,0,0,1,0,1,0
5656,1,77,35075.03,5.987646,1,65.83916,139.9512,1,0,0,0,0,1,1,1
5657,1,89,43120.73,11.4493,0,57.40724,220.1149,0,0,0,0,0,0,1,0
5658,0,83,12886.92,12.79836,0,71.9056,174.9699,0,0,0,0,0,0,1,1
5659,2,66,43202.68,10.72389,0,60.76709,127.4738,0,0,0,0,0,0,1,0
5660,0,22,43147.9,9.462909,0,66.22209,127.4783,0,1,0,0,0,0,1,0
5661,0,38,92352.67,7.82306,1,61.18403,187.4847,0,0,0,1,0,0,1,1
5662,6,53,75181.43,7.778555,0,54.65604,172.4624,0,0,0,1,0,0,1,0
5663,1,35,9377.76,7.510036,1,66.15315,159.9942,0,0,0,0,1,0,1,0
5664,1,89,34774.75,12.13849,0,68.76753,115.0021,1,0,0,0,1,1,1,0
5665,1,41,25377.95,7.175155,1,54.8774,149.9378,1,0,0,0,0,0,1,0
5666,0,38,45285.69,9.353272,0,67.0795,232.6228,0,0,1,1,0,0,1,0
5667,7,22,37522.18,14.83824,2,65.32463,187.4673,1,0,0,0,0,0,1,1
5668,1,25,60004.11,10.79749,0,52.14985,129.9621,0,0,0,0,0,0,1,0
5669,1,61,28191.63,10.53761,0,42.6954,235.1555,1,0,0,0,0,1,1,0
5670,3,19,23399.32,12.01345,0,45.59475,159.9476,1,0,0,0,0,0,1,0
5671,0,41,15905.01,4.292596,0,58.42233,227.4754,0,0,0,1,0,0,1,1
5672,3,41,44378.6,10.30107,0,71.55357,192.4404,0,0,0,1,0,1,0,0
5673,3,44,48375.59,9.696499,0,71.04194,252.624,0,0,0,1,0,0,1,1
5674,3,88,28345.06,10.1548,1,66.77188,162.497,0,0,0,0,0,1,1,0
5675,1,84,50270.9,10.51502,0,57.50673,125.0073,1,0,1,0,1,1,1,0
5676,1,53,21981.45,7.615853,0,61.60654,149.9483,1,0,0,1,0,0,1,1
5677,3,63,20532.33,6.69757,0,68.00844,92.5018,1,0,0,0,1,1,1,0
5678,2,70,28825.12,10.7725,0,70.41492,139.9861,0,0,0,0,1,0,1,0
5680,0,72,19423.67,4.422037,0,54.71778,172.4404,1,0,0,0,0,0,1,0
5681,0,86,44607.35,19.01962,1,39.13842,134.9509,1,0,0,1,0,1,1,0
5682,2,48,39445.97,10.97816,0,57.49365,142.4713,0,0,1,0,0,0,1,1
5683,3,25,44804.59,8.867392,2,60.23114,127.4586,0,0,0,0,1,0,1,0
5684,1,56,19230.44,8.723478,0,47.55305,169.9447,1,0,0,1,0,1,1,0
5685,3,85,70395.54,6.1871,0,67.72122,275.1198,0,0,0,1,0,0,1,1
5686,1,46,25683.78,9.444243,0,61.94735,277.6513,1,0,1,1,0,0,1,0
5687,4,80,49646.02,11.63026,0,68.29684,179.9794,0,0,0,1,0,0,1,0
5688,2,22,103625.1,10.2793,0,70.30403,147.4421,0,0,0,1,0,0,1,0
5689,1,68,34214.34,16.2496,0,37.5005,149.9928,0,0,1,0,0,0,0,1
5690,0,86,26267.67,10.87855,1,60.34404,169.9447,0,0,0,1,0,0,1,0
5691,2,22,27464.49,9.827132,0,57.36372,159.9512,1,0,0,1,0,0,1,1
5692,1,75,20288.57,4.295919,0,57.50491,142.4526,0,0,0,0,0,0,1,0
5693,1,32,4202.7,14.59844,0,42.67725,214.9525,0,0,1,1,0,1,1,1
5694,2,48,26005.47,7.680029,0,65.4426,147.4601,0,0,0,1,0,1,1,1
5695,1,67,91971.88,9.063775,0,63.15946,149.9776,0,0,0,0,1,0,0,1
5696,1,23,38723.05,11.54518,0,65.60287,149.9928,1,0,0,0,0,0,1,1
5697,1,65,37091.91,10.07092,0,70.70015,114.9509,1,0,0,0,0,0,1,0
5698,7,46,75795.76,14.51799,0,71.4064,202.4433,0,0,0,1,0,0,1,0
5699,0,67,23891.75,7.533135,1,51.61804,232.6415,0,0,0,1,0,0,1,1
5700,1,75,33366.03,11.59798,1,67.40482,117.4858,0,0,0,0,1,1,1,0
5701,0,20,94995.33,7.957,0,70.62907,127.475,0,0,0,0,1,0,1,1
5702,0,58,15534.39,8.805078,0,70.64297,265.1283,1,0,0,1,0,0,1,0
5703,0,68,21216.13,11.75049,0,61.78729,247.6647,0,0,0,0,0,0,1,1
5704,1,63,44689.55,11.77649,0,66.54232,152.5022,1,0,1,0,1,0,1,0
5705,1,53,13631.9,4.529978,0,63.06195,124.9781,0,0,0,1,0,0,1,0
5706,2,28,70312.37,11.25449,1,70.22928,197.484,1,0,1,0,0,1,1,0
5707,3,34,8758.69,7.524412,0,63.06098,150.0208,1,0,0,0,1,0,0,0
5708,2,37,19872.48,9.445157,0,56.31481,255.1372,1,0,0,1,0,0,1,1
5710,0,57,12602.8,13.71294,0,66.00149,240.1149,1,0,0,1,0,1,1,0
5711,8,23,26909.8,6.625411,2,60.37442,172.4705,1,0,0,0,0,0,1,0
5712,0,56,23021.26,5.401204,0,66.19811,149.9741,1,0,0,0,0,0,1,0
5714,0,54,87268.6,8.304825,0,54.69435,257.6841,1,0,0,0,1,0,1,1
5715,2,61,954.43,6.440184,1,63.05421,172.4404,0,0,0,0,0,1,1,0
5716,0,71,36171.71,9.638183,0,54.78051,132.466,1,0,0,0,0,1,1,1
5717,1,72,16643.07,10.75837,0,55.38418,159.983,0,0,0,1,0,1,1,1
5718,2,65,36242.89,11.27386,0,47.40586,149.989,1,0,0,0,1,1,1,0
5719,0,40,19218.35,7.027042,0,65.45306,187.4811,1,0,0,0,0,0,1,0
5720,3,83,29762.63,10.76461,1,71.7712,127.4887,0,1,0,0,1,0,1,0
5721,1,88,12344.99,7.595239,0,69.15481,137.4872,1,0,0,1,0,0,1,1
5722,0,48,37586.34,11.65895,0,54.67054,167.4564,0,0,0,1,0,0,0,0
5723,7,33,33934.52,10.49951,0,51.48861,202.4433,0,0,0,1,0,1,1,0
5724,3,37,67720.61,8.291987,0,61.0588,157.4698,0,0,0,1,0,1,1,1
5725,0,70,33818.46,6.601658,0,57.65975,117.4686,1,0,0,0,0,0,1,0
5726,2,31,2526.17,6.130902,1,53.12753,182.4653,1,0,0,1,0,1,1,0
5727,6,31,28436.06,6.622338,0,70.49565,139.9349,0,0,0,0,0,1,1,0
5728,0,55,10326.88,11.89907,0,50.42623,172.4579,1,0,0,1,0,0,1,0
