Population,Children,Age,Income,Outage_sec_perweek,Yearly_equip_failure,Tenure,Bandwidth_GB_Year,Area_Rural,Area_Suburban,Area_Urban,Gender_Female,Gender_Male,Gender_Nonbinary,Techie_Yes,InternetService_DSL,InternetService_Fiber Optic,InternetService_None,Multiple_Yes,DeviceProtection_Yes,TechSupport_Yes
983,0,22,26998.56,14.63594,1,26.10713,2616.567484,0,0,1,0,1,0,0,0,0,1,1,0,0
33168,2,59,11109.83,10.46768,1,8.450712,1224.407955,0,0,1,0,1,0,0,0,1,0,0,0,0
1087,3,79,86060.95,13.53186,1,12.3548,2102.1428,0,1,0,0,1,0,0,1,0,0,0,1,0
970,0,41,60646.06,17.44644,1,4.892174,829.160544,0,1,0,0,1,0,0,0,1,0,0,1,0
3908,0,50,7826.14,6.754316,2,2.586551,719.7255006,0,0,1,0,0,1,0,0,0,1,0,0,0
293,3,27,49626.73,14.07334,1,9.175977,1754.124518,1,0,0,0,1,0,0,1,0,0,0,1,1
7753,3,44,62383.84,0.9003326,0,6.311363,874.5896088,0,1,0,0,0,1,0,0,1,0,0,0,0
0,3,82,52312.84,3.075427,0,7.27652,1155.524102,0,0,1,0,1,0,0,0,1,0,1,0,0
236,0,76,32125.5,16.15631,0,3.226415,510.6595626,1,0,0,0,1,0,0,0,1,0,0,0,0
45763,0,73,50730.53,14.22008,0,2.980706,422.3998081,1,0,0,1,0,0,1,0,1,0,0,0,1
20077,4,69,24641.27,13.25877,0,6.783568,1001.378182,0,0,1,0,1,0,1,0,1,0,1,0,0
245,4,24,29303.95,3.929938,0,5.648594,1564.304827,0,0,1,0,1,0,0,1,0,0,1,0,0
705,3,83,12711.69,21.20723,1,6.184958,1468.274084,0,1,0,0,1,0,0,1,0,0,1,1,0
2719,0,36,28799.35,11.44896,1,23.40043,2772.321832,0,1,0,0,1,0,0,1,0,0,1,1,0
4970,3,39,100585.1,11.01403,0,4.109741,1027.507457,0,0,1,0,0,1,0,1,0,0,1,1,0
726,2,53,68697.59,9.186841,0,3.479316,1254.551808,0,1,0,0,1,0,0,1,0,0,0,0,1
4300,1,75,24385.38,11.77549,0,1.743805,847.0257353,0,1,0,0,1,0,0,0,0,1,1,1,1
234,0,41,77706.42,11.85505,0,23.38469,2559.878176,0,1,0,1,0,0,0,0,1,0,1,1,1
5179,3,61,26393.26,9.238425,1,16.19111,1954.817992,0,0,1,0,1,0,1,0,1,0,1,0,0
1305,0,45,26053.32,11.25811,1,14.10279,1570.913875,1,0,0,0,1,0,0,0,1,0,1,1,1
45910,1,82,28423.59,2.478962,1,5.102617,1109.204756,0,1,0,1,0,0,1,1,0,0,0,1,0
39757,2,87,3168.14,13.6307,1,4.61822,567.9194367,1,0,0,1,0,0,0,0,1,0,0,0,0
23618,2,54,36821.9,13.84738,1,1.474087,791.2910428,1,0,0,1,0,0,0,0,0,1,0,0,0
90,8,20,2246.27,7.662995,0,7.874401,1895.230077,1,0,0,0,1,0,1,1,0,0,0,1,0
2178,2,49,46328.01,4.370972,0,2.885895,867.4854039,0,0,1,1,0,0,0,1,0,0,1,1,0
2115,1,53,35207.0,6.636853,0,19.48432,2070.311565,0,0,1,1,0,0,0,0,1,0,0,0,0
4983,0,75,47915.97,8.648062,0,1.203982,696.77888,0,1,0,1,0,0,0,1,0,0,0,0,0
2453,3,57,11121.39,8.962651,0,4.073125,1571.964276,1,0,0,0,1,0,1,1,0,0,1,1,1
1736,0,67,39149.61,10.34257,0,4.784022,499.2698644,0,0,1,0,1,0,0,0,1,0,0,1,0
882,1,68,12114.71,7.95348,1,11.66425,1581.415147,1,0,0,1,0,0,0,1,0,0,0,1,0
7638,0,50,25598.66,9.390076,0,1.070145,909.8932554,0,1,0,0,1,0,0,1,0,0,1,0,1
166,2,41,25223.93,11.87416,2,9.664222,1368.692393,0,0,1,0,0,1,1,0,1,0,1,0,0
497,4,60,31574.68,5.49158,2,3.921335,1186.812133,1,0,0,1,0,0,1,1,0,0,1,0,1
0,0,89,33406.38,9.677547,0,8.925564,1391.823736,0,0,1,1,0,0,1,1,0,0,0,1,1
4885,0,80,12155.81,10.51222,1,7.610924,775.1851628,0,0,1,1,0,0,0,0,1,0,0,1,0
12,2,60,25939.02,8.084497,0,11.59641,1209.433597,0,0,1,1,0,0,0,0,1,0,0,0,0
2130,0,72,18774.29,10.4476,0,5.540815,1201.716157,0,1,0,1,0,0,0,1,0,0,1,1,0
489,1,23,55241.85,9.205984,0,5.527407,974.4325376,0,0,1,0,1,0,0,0,1,0,0,1,1
16592,0,40,24810.37,10.52577,0,14.93552,1670.49598,0,0,1,1,0,0,1,0,0,1,0,1,1
19135,0,30,39034.91,16.34933,1,2.106961,561.8079362,0,0,1,0,1,0,0,0,1,0,0,1,0
183,0,24,38136.49,11.94896,0,8.11277,1186.8504,0,0,1,1,0,0,0,0,0,1,1,0,1
2608,6,30,31817.36,11.48473,0,1.923729,577.0059283,1,0,0,1,0,0,0,0,1,0,0,0,1
956,6,21,5853.02,11.25133,1,3.542704,645.1788133,0,0,1,1,0,0,0,0,0,1,0,0,1
6254,0,76,48206.11,8.583463,0,4.192662,700.7755614,0,1,0,1,0,0,0,0,1,0,1,1,0
21129,2,56,54715.58,13.86094,1,16.61624,2025.44891,0,0,1,1,0,0,0,0,1,0,0,0,0
13077,3,33,41130.54,10.38794,0,14.91353,1806.936325,1,0,0,1,0,0,0,0,0,1,1,0,1
0,3,25,12588.75,5.710563,1,5.129202,992.4933978,1,0,0,0,1,0,0,0,0,1,0,1,0
9469,1,83,10048.03,11.73569,1,3.817742,506.3292263,0,1,0,1,0,0,0,0,1,0,0,0,1
2534,2,34,37252.55,5.023832,0,14.48515,1528.122932,0,0,1,1,0,0,0,0,1,0,1,0,0
9238,3,39,8330.58,15.84283,2,19.39623,2425.973996,1,0,0,1,0,0,0,0,1,0,1,1,1
3185,7,80,60909.21,5.981761,0,3.367927,722.0495418,0,1,0,0,1,0,0,0,1,0,1,1,0
1493,8,41,12021.28,9.753602,1,9.031197,1109.677542,0,1,0,1,0,0,0,0,0,1,0,0,1
2424,1,62,55801.79,15.00214,0,10.77389,1537.645961,0,1,0,1,0,0,0,1,0,0,0,1,0
28755,0,57,36057.73,14.84998,1,8.526865,902.9358857,1,0,0,1,0,0,0,0,1,0,1,0,0
637,0,69,86274.26,9.824278,0,3.761516,924.9657013,0,0,1,0,1,0,0,0,1,0,0,1,0
5863,1,26,33554.09,9.504751,0,10.1408,1774.889088,0,1,0,0,1,0,1,1,0,0,0,1,1
11294,0,59,31150.04,10.259,1,13.33556,1372.679029,1,0,0,0,1,0,0,0,1,0,1,0,0
11275,0,83,56532.82,8.887465,0,14.61254,1330.997032,0,0,1,0,1,0,1,0,0,1,0,0,1
115,0,54,47991.88,6.923717,0,4.098818,1132.634807,1,0,0,1,0,0,0,1,0,0,1,0,0
14413,0,49,21152.89,11.98448,0,10.99657,1620.224811,0,0,1,1,0,0,0,1,0,0,1,0,0
605,1,43,50673.99,10.14014,0,8.361438,1057.86587,0,0,1,0,1,0,0,0,0,1,1,0,0
170,0,40,16320.7,10.43105,1,5.058557,831.9762364,0,0,1,0,1,0,0,0,1,0,1,0,0
26671,2,56,16374.21,10.63058,0,4.816947,760.1831445,1,0,0,0,1,0,0,0,1,0,0,1,0
776,1,82,17778.12,12.99445,0,6.470869,884.0960804,0,1,0,1,0,0,0,0,0,1,1,1,1
43795,4,75,9479.49,9.64554,0,9.079335,959.8322448,0,1,0,1,0,0,0,0,1,0,0,1,0
7349,0,22,86019.75,6.989908,0,3.984772,1193.459499,0,1,0,1,0,0,0,1,0,0,1,0,1
40170,0,52,8122.26,10.37913,0,17.13675,1707.991573,0,1,0,0,1,0,0,0,1,0,1,0,0
1358,0,19,19211.13,11.94333,1,1.741247,1015.142572,0,0,1,1,0,0,0,1,0,0,1,0,0
8742,3,55,29711.39,8.472127,0,2.011058,956.6535443,1,0,0,1,0,0,0,1,0,0,1,0,0
6878,1,77,9954.05,11.17271,0,12.48694,1795.593522,0,0,1,0,1,0,0,1,0,0,0,1,0
1583,0,46,25227.46,13.71428,0,18.9981,2521.277564,0,1,0,1,0,0,0,1,0,0,0,1,0
12590,1,80,60866.81,9.527678,0,9.022068,997.2010554,1,0,0,1,0,0,0,0,1,0,1,0,1
3080,0,70,70716.07,6.554147,0,13.99745,1741.511236,0,0,1,1,0,0,0,1,0,0,1,1,0
5849,3,59,41302.92,14.76788,0,6.322807,1198.455198,0,0,1,1,0,0,0,0,1,0,0,1,1
44460,8,76,15610.48,14.47138,0,23.81965,2389.304765,0,0,1,1,0,0,0,0,1,0,0,1,0
5450,2,70,6119.53,9.411397,1,1.31809,295.3935883,0,0,1,1,0,0,0,0,0,1,0,0,0
2688,2,32,56607.8,11.78232,0,20.52789,1945.332394,1,0,0,1,0,0,0,0,0,1,1,0,0
20920,0,36,66737.35,8.88295,0,16.53241,1638.079725,0,1,0,0,1,0,0,0,0,1,0,0,0
53552,0,65,63033.65,12.91437,1,3.402225,1243.099192,0,1,0,1,0,0,0,1,0,0,1,0,0
49019,0,88,9683.56,13.87763,0,3.160399,400.9668713,1,0,0,1,0,0,0,0,1,0,0,0,0
48351,0,27,70424.63,6.941126,0,9.658761,1324.009256,0,1,0,1,0,0,0,0,0,1,0,0,1
619,2,19,39526.95,10.32279,0,10.40415,1277.028074,0,0,1,0,1,0,0,0,0,1,0,1,1
770,1,83,31355.16,11.09997,1,13.92306,1704.12272,1,0,0,1,0,0,0,1,0,0,1,0,0
1749,4,70,22552.58,8.540979,0,3.381603,671.4099396,0,1,0,0,1,0,0,0,1,0,0,0,1
214,1,27,67600.28,8.903042,1,7.218929,1144.50246,1,0,0,1,0,0,1,0,1,0,1,1,1
53364,2,48,53516.91,5.905359,3,7.244015,1000.235232,0,0,1,1,0,0,1,0,0,1,1,0,0
21314,4,33,90633.74,11.15366,0,4.072959,1084.469104,0,1,0,0,1,0,1,0,1,0,1,0,0
1292,0,27,47989.95,10.73681,2,15.98922,1770.233657,1,0,0,0,1,0,0,0,1,0,1,0,0
22380,1,23,4308.47,5.200129,1,2.337769,763.7190374,0,0,1,1,0,0,0,0,1,0,0,0,0
931,2,69,13386.4,9.541203,0,28.31929,3365.186813,0,0,1,1,0,0,0,1,0,0,0,1,0
21394,2,37,23757.46,11.89332,0,7.816831,1479.383716,0,1,0,1,0,0,0,1,0,0,1,0,0
3867,1,74,29311.58,14.0419,2,16.74543,1893.24474,0,0,1,0,1,0,1,0,1,0,1,1,1
748,1,86,70250.39,6.441951,0,5.321365,502.9172945,0,0,1,0,1,0,0,0,1,0,1,0,1
11461,5,43,23638.05,7.073792,0,5.493065,1178.136437,0,1,0,1,0,0,0,0,1,0,0,0,1
437,0,26,84681.03,16.13377,1,3.606976,1330.057877,0,1,0,1,0,0,0,1,0,0,0,1,1
63659,0,23,2716.95,11.58123,0,24.09793,2427.967505,0,1,0,1,0,0,0,0,0,1,0,0,1
642,1,87,32855.22,11.28659,0,11.32392,922.3842497,1,0,0,1,0,0,0,0,1,0,0,1,1
2683,3,61,84478.95,10.43043,0,8.06514,866.9483546,0,1,0,0,1,0,0,0,1,0,1,0,0
9262,1,33,13106.6,12.87327,0,3.30098,594.5452132,0,0,1,0,1,0,0,0,0,1,0,0,0
284,0,21,51814.85,12.20018,1,9.468306,1351.920539,1,0,0,1,0,0,0,1,0,0,1,0,0
1652,3,46,76134.13,8.987011,2,1.52349,1031.356925,1,0,0,1,0,0,0,1,0,0,1,1,0
32,2,51,54290.34,12.09389,0,10.15451,1224.72764,1,0,0,1,0,0,0,0,0,1,0,1,0
182,1,85,58516.37,10.01688,0,6.418936,1103.319343,0,0,1,0,1,0,0,0,1,0,1,1,1
7514,1,79,45122.17,15.59664,1,8.052952,910.2691862,0,0,1,0,1,0,0,0,1,0,1,0,1
1581,0,35,34110.17,13.00941,1,9.688409,1331.662313,0,0,1,0,1,0,0,0,0,1,1,1,0
1541,3,56,14725.39,3.363527,2,22.05456,2701.761153,1,0,0,0,1,0,1,1,0,0,1,1,1
814,0,65,37261.82,8.923032,2,4.164919,577.4706172,1,0,0,1,0,0,0,0,1,0,0,0,0
16894,2,73,44060.25,9.531096,1,7.518447,1059.388627,0,0,1,1,0,0,0,0,1,0,0,0,1
20631,2,35,17995.63,14.8479,1,6.602711,1569.491526,1,0,0,0,1,0,1,1,0,0,0,0,1
324,1,35,72462.36,12.22761,0,19.56071,2715.021658,1,0,0,1,0,0,0,1,0,0,1,0,0
3368,2,31,6827.15,13.72064,2,5.458881,1238.891522,0,0,1,1,0,0,0,1,0,0,0,1,1
13229,1,50,37146.88,6.518242,1,18.601,2291.446991,0,1,0,0,1,0,0,0,0,1,1,1,1
36923,3,45,41973.28,10.61869,0,19.48354,1943.635982,0,0,1,0,1,0,1,0,1,0,0,0,0
5449,3,54,17429.01,15.97282,1,9.274687,1170.725967,0,0,1,0,1,0,0,0,1,0,0,0,0
3667,3,37,13722.37,9.098168,2,8.172776,1275.385401,1,0,0,0,1,0,0,0,1,0,1,1,0
1565,1,81,28181.92,9.427912,0,14.55246,1439.519609,0,0,1,0,1,0,0,0,0,1,0,0,1
1680,0,74,11222.72,7.228077,1,9.517804,1104.302871,0,0,1,0,1,0,0,0,1,0,0,1,1
12,1,24,21966.39,18.25245,2,1.649887,490.5057336,0,0,1,0,1,0,0,0,0,1,1,1,1
2350,0,25,49718.59,7.839192,2,25.46342,2585.068343,0,0,1,0,1,0,0,0,1,0,0,1,0
39523,0,55,29622.06,11.62614,2,12.69881,1469.854845,0,0,1,1,0,0,0,0,1,0,0,1,0
2336,2,62,37251.6,12.9076,0,2.865504,1123.372604,0,0,1,1,0,0,0,1,0,0,0,0,0
32029,4,89,61571.39,6.001994,1,4.661936,946.0176525,0,1,0,1,0,0,0,1,0,0,0,0,0
12920,4,77,10744.48,13.3429,1,20.10599,2595.464531,0,1,0,0,1,0,0,1,0,0,0,0,0
261,0,77,33654.79,7.337524,0,7.633263,1357.166073,0,1,0,0,1,0,0,1,0,0,0,0,0
27345,5,57,38396.0,13.0675,0,19.9534,2098.351216,0,1,0,0,1,0,0,0,0,1,0,0,0
17536,3,50,13226.92,15.54324,0,2.141515,1094.028517,1,0,0,0,1,0,0,0,1,0,1,1,0
56642,3,35,46770.27,10.5871,1,7.294292,983.0214047,0,1,0,0,1,0,0,0,0,1,1,0,0
5835,2,64,54315.92,9.805529,0,14.69884,1705.410653,0,0,1,1,0,0,0,1,0,0,1,0,1
8761,1,79,31063.83,8.289713,0,3.260154,887.9936218,0,1,0,1,0,0,0,0,1,0,1,1,0
2830,0,87,13470.92,3.503782,0,15.05177,1281.098493,0,1,0,1,0,0,0,0,1,0,0,0,1
1770,0,65,94296.35,11.46299,0,3.23817,443.3624779,0,1,0,1,0,0,0,0,0,1,1,0,0
3150,0,38,66409.47,7.716619,0,1.865935,514.9287886,0,0,1,0,1,0,1,0,1,0,0,1,0
978,4,52,82955.59,10.64343,0,15.10612,2006.056116,0,0,1,0,1,0,0,1,0,0,0,1,0
308,0,83,41557.24,7.930553,0,11.12611,978.1726612,0,1,0,1,0,0,0,0,1,0,0,1,0
764,4,42,15762.73,7.343718,0,14.40375,2394.464952,0,0,1,0,1,0,1,1,0,0,1,0,1
695,1,76,54883.0,12.81224,1,9.121337,770.7911152,0,0,1,0,1,0,0,0,1,0,0,0,0
13762,1,27,39224.01,6.924097,0,1.11588,891.6297776,1,0,0,1,0,0,0,0,0,1,1,0,0
27842,0,37,88324.05,8.128263,0,5.126165,703.0576657,0,1,0,1,0,0,1,0,0,1,0,1,0
8979,4,81,46472.71,9.487624,0,13.61148,2072.299479,0,1,0,1,0,0,1,1,0,0,1,1,1
16182,0,74,47866.24,11.2053,0,7.283667,1064.970201,0,1,0,1,0,0,0,0,1,0,0,0,0
670,0,37,47862.33,11.63333,0,5.560793,1246.154559,1,0,0,1,0,0,0,1,0,0,0,1,0
35523,2,54,23513.12,12.24838,1,6.246694,638.1637463,1,0,0,0,1,0,0,0,0,1,0,0,0
10790,0,24,2781.14,13.17201,1,5.682535,942.7449518,0,0,1,1,0,0,1,0,1,0,1,1,1
10489,2,20,10325.85,9.491469,2,4.51753,1187.095148,1,0,0,0,1,0,0,0,1,0,1,1,0
1246,0,40,58142.74,11.84641,0,4.723073,660.1932315,1,0,0,1,0,0,0,0,1,0,0,1,0
24475,2,72,26965.24,9.883011,0,3.656765,780.9545758,0,0,1,0,1,0,0,0,1,0,0,1,0
4420,2,79,22380.45,10.94774,1,1.946824,654.0700617,1,0,0,1,0,0,0,0,1,0,0,0,0
38028,4,85,37525.01,4.336065,0,5.111561,678.2091311,1,0,0,1,0,0,1,0,0,1,1,1,1
34624,3,72,12845.65,10.63877,0,12.70316,1337.6353,1,0,0,1,0,0,0,0,1,0,0,1,0
611,0,48,54174.87,6.931743,0,1.347728,767.0616095,0,0,1,0,0,1,0,1,0,0,0,1,0
746,8,33,38877.66,7.194187,0,13.19063,2119.656047,0,1,0,0,1,0,0,1,0,0,1,0,1
2074,1,22,96925.17,7.284511,0,21.42226,2520.720283,0,0,1,0,1,0,0,1,0,0,1,0,1
30305,1,71,65207.61,12.62228,0,3.922369,564.188439,1,0,0,1,0,0,0,0,0,1,0,1,1
517,2,78,65564.74,6.33742,1,13.21733,1599.616413,0,0,1,1,0,0,1,0,1,0,0,0,0
13568,9,43,40034.32,11.75929,2,9.938448,1390.888939,1,0,0,1,0,0,0,0,1,0,0,1,0
1204,2,52,42523.79,10.2902,0,12.12501,1419.040968,1,0,0,1,0,0,0,0,0,1,0,1,0
2838,1,86,38499.66,16.22846,3,15.10828,1740.076162,0,0,1,0,1,0,0,0,0,1,0,1,1
48833,8,54,18231.63,8.907996,1,11.19005,1380.517356,1,0,0,1,0,0,0,0,0,1,0,0,0
4641,1,44,16314.59,10.16254,0,12.18592,1638.620437,0,0,1,0,1,0,0,1,0,0,0,0,1
7972,2,74,18620.8,10.97789,0,17.95225,2190.039608,0,0,1,0,1,0,0,1,0,0,0,1,0
98,1,74,44526.16,11.69889,1,19.78766,2396.551383,0,1,0,1,0,0,0,1,0,0,0,1,0
4049,4,48,23184.49,11.52769,0,11.20643,1452.316701,1,0,0,0,1,0,1,0,0,1,1,0,0
10434,0,81,38363.26,11.95007,0,2.582668,866.3476333,0,0,1,1,0,0,0,1,0,0,1,0,1
90675,0,83,57119.13,10.70593,3,8.152935,722.8531617,0,0,1,0,1,0,0,0,1,0,0,1,0
14305,1,68,45125.98,6.895659,1,5.402848,1445.492967,0,0,1,1,0,0,0,1,0,0,0,1,1
0,7,53,24050.09,10.49746,0,7.969762,1848.363566,0,0,1,0,1,0,0,1,0,0,1,0,1
2845,3,54,20489.38,12.00248,2,6.106821,1149.045043,0,0,1,1,0,0,0,1,0,0,0,1,0
3709,1,41,18014.85,12.38772,0,6.463724,742.5950937,0,0,1,1,0,0,0,0,1,0,1,1,0
42,10,32,36377.21,10.98759,0,8.285158,1824.879678,0,0,1,1,0,0,0,0,1,0,1,1,0
553,1,27,11737.67,12.53943,0,17.7076,2217.378277,1,0,0,0,1,0,0,0,1,0,0,1,0
2138,0,47,49662.82,12.33405,1,31.81602,2977.360531,1,0,0,1,0,0,0,0,0,1,0,0,0
1988,3,50,21902.4,12.75802,0,23.55037,2097.12893,1,0,0,1,0,0,0,0,1,0,0,0,1
35157,3,26,20223.8,12.50019,1,22.30566,2313.442726,0,1,0,0,1,0,0,0,1,0,1,0,1
5036,2,89,63155.68,8.52773,0,9.975367,1476.916161,1,0,0,1,0,0,0,1,0,0,1,1,0
4976,4,40,26048.51,11.95077,0,1.358678,861.1555834,0,1,0,0,1,0,0,0,1,0,0,0,0
569,0,83,8568.21,8.580878,0,2.222289,497.5901263,1,0,0,1,0,0,0,0,1,0,1,1,0
925,0,71,25590.46,13.47619,0,7.028485,896.0733804,0,0,1,0,1,0,0,0,1,0,1,0,1
2238,2,89,4025.77,11.33201,1,19.04207,2183.450856,0,0,1,1,0,0,1,0,1,0,1,1,1
124,3,25,48360.48,9.823607,2,7.848542,1478.745798,0,1,0,0,1,0,0,0,1,0,1,1,1
217,1,40,44309.72,10.93373,0,7.539374,1531.68836,0,0,1,1,0,0,0,1,0,0,1,0,1
0,0,36,60010.8,5.221072,0,11.07238,1837.391501,0,0,1,0,1,0,0,1,0,0,1,1,0
57,3,70,89882.52,7.462184,0,11.86797,1597.444059,1,0,0,0,1,0,0,0,1,0,0,0,1
265,3,81,86374.11,10.5045,0,7.649477,956.2196954,0,1,0,1,0,0,1,0,1,0,0,1,1
20759,3,70,34260.52,15.8889,0,16.60351,1981.140361,0,1,0,0,1,0,0,0,1,0,0,0,0
39786,4,74,27361.04,9.241986,0,4.030411,1097.688317,1,0,0,0,1,0,0,1,0,0,1,0,0
3535,2,79,76126.58,9.044187,0,14.34892,1874.421389,0,0,1,0,1,0,1,0,1,0,1,1,0
15059,2,66,31680.85,6.006855,0,19.30476,2668.981332,1,0,0,0,1,0,0,1,0,0,0,1,1
615,6,38,31239.87,8.18622,0,8.584144,1077.237101,0,1,0,0,1,0,0,0,0,1,1,0,0
15129,4,25,30324.88,11.14727,1,1.849221,778.5344798,1,0,0,0,1,0,0,0,0,1,0,1,1
16785,0,42,33471.07,11.92715,0,6.708628,1390.143881,0,0,1,1,0,0,0,1,0,0,1,0,1
2181,4,79,40869.93,7.401076,0,10.28653,1560.396967,0,1,0,1,0,0,0,0,1,0,1,1,1
14632,2,26,60826.49,11.90071,0,11.32663,1308.744827,0,1,0,1,0,0,0,0,0,1,0,1,0
1589,1,83,32783.94,10.11537,2,6.574699,877.990892,0,1,0,0,1,0,1,0,0,1,0,1,0
4295,4,86,16711.49,13.49933,0,1.126364,1015.130356,1,0,0,0,1,0,1,1,0,0,0,0,1
786,2,55,49993.51,8.962113,1,6.91807,837.0503656,0,1,0,0,1,0,1,0,1,0,1,0,0
1837,1,31,29539.51,10.16935,0,18.32428,1747.20978,1,0,0,1,0,0,0,0,1,0,1,1,0
90,1,55,45243.63,9.292863,3,22.98475,2350.571509,0,0,1,1,0,0,0,0,1,0,0,0,0
10552,1,87,15160.7,9.760091,0,6.31339,1324.19186,1,0,0,0,1,0,0,1,0,0,1,0,1
10232,1,84,42037.97,13.79652,0,10.03914,896.0387666,0,0,1,0,1,0,0,0,0,1,1,0,1
15142,1,48,34590.21,11.65151,0,17.77264,2229.782748,0,0,1,0,1,0,0,1,0,0,0,1,0
39376,0,21,1193.66,7.364702,0,21.50913,2422.231415,0,0,1,0,1,0,0,0,1,0,1,1,0
13720,4,42,10093.3,13.54602,0,20.88324,2027.833188,0,0,1,0,1,0,0,0,0,1,0,1,1
529,3,82,38056.65,12.30736,1,15.95966,2158.69019,0,0,1,1,0,0,0,1,0,0,0,1,1
5684,2,31,48432.85,4.63584,0,1.925345,1183.751805,1,0,0,0,1,0,1,1,0,0,1,1,0
4242,3,19,57992.91,9.819494,0,5.698156,1325.472004,0,0,1,0,1,0,0,0,1,0,0,1,1
497,1,30,74373.82,9.896211,1,4.225661,693.5913883,1,0,0,1,0,0,1,0,1,0,1,1,1
39,2,25,79402.83,10.51982,1,21.19498,2458.677481,0,1,0,0,0,1,0,0,1,0,0,1,1
843,3,26,30421.01,14.08044,0,23.04458,2218.850381,1,0,0,1,0,0,1,0,1,0,0,0,1
5912,0,57,66698.79,10.76198,0,9.900853,1880.847695,0,0,1,0,1,0,0,1,0,0,0,1,0
40336,0,56,18275.19,6.990118,0,1.15025,830.9443469,0,0,1,1,0,0,0,1,0,0,1,0,1
1132,0,89,40406.98,16.36612,1,3.794103,346.0280123,0,0,1,0,1,0,0,0,0,1,0,1,0
21767,1,84,45874.19,10.0487,0,7.579193,1275.031579,0,0,1,1,0,0,1,1,0,0,1,0,0
3161,5,56,6327.17,10.88222,0,10.44433,1164.755978,1,0,0,1,0,0,0,0,1,0,0,1,0
285,1,52,76765.17,10.32391,0,10.35635,1114.676099,0,0,1,0,1,0,0,0,1,0,0,0,1
1153,0,78,28326.47,10.94525,0,4.908846,482.2768453,0,1,0,0,1,0,0,0,1,0,0,0,0
94,0,33,42506.46,7.041544,0,2.637164,581.3197743,0,1,0,0,1,0,0,0,1,0,1,0,0
35142,1,48,8874.14,7.749421,0,8.547698,1066.677081,0,0,1,0,1,0,0,0,1,0,1,1,0
0,0,70,17844.64,9.519197,0,7.465071,1559.606858,0,1,0,1,0,0,0,1,0,0,1,0,0
176,3,87,34923.5,9.022046,0,2.681114,755.4687511,1,0,0,0,1,0,0,0,1,0,1,1,0
81,3,37,29101.96,5.924693,0,6.979961,866.4850145,0,1,0,1,0,0,1,0,1,0,0,0,1
370,3,18,57578.24,10.34662,0,5.436971,869.9774936,1,0,0,1,0,0,0,0,1,0,1,0,0
443,1,70,55903.55,10.67552,0,8.671709,1086.818163,0,0,1,0,1,0,0,0,0,1,0,0,1
73671,2,51,18970.04,6.212122,1,13.84934,1456.422162,1,0,0,1,0,0,0,0,1,0,1,0,0
86,1,29,37947.15,11.59418,0,4.055418,1002.424825,0,0,1,1,0,0,0,1,0,0,1,1,1
8800,0,29,88219.46,3.468567,0,13.00557,1618.779462,0,0,1,1,0,0,0,1,0,0,0,0,0
736,1,29,39719.11,12.20313,0,6.92143,820.9054953,1,0,0,0,1,0,0,0,1,0,1,0,1
478,3,89,20456.18,14.07349,0,8.324816,809.618878,0,0,1,0,1,0,0,0,0,1,0,1,0
780,3,76,42529.4,10.78526,2,3.985217,583.5711218,1,0,0,1,0,0,0,0,1,0,0,1,0
622,6,19,77498.99,7.725473,1,16.27572,2141.951697,0,1,0,1,0,0,0,0,0,1,1,1,1
14802,2,26,14345.87,7.484153,1,21.52164,2150.01852,0,1,0,0,0,1,0,0,1,0,0,0,0
18,6,21,36562.75,10.57671,1,7.332162,1207.587701,0,0,1,0,1,0,0,0,0,1,0,1,1
25339,1,77,1143.18,7.338118,0,3.318059,625.201163,0,1,0,0,1,0,0,0,0,1,0,0,1
2387,1,29,41079.27,10.47477,1,3.059231,955.1927172,0,0,1,1,0,0,0,1,0,0,0,0,0
10119,1,33,8995.08,4.916377,0,15.1242,2057.979176,0,1,0,0,1,0,1,0,1,0,1,1,0
940,1,21,40941.58,9.705754,1,9.49754,1432.135681,1,0,0,1,0,0,0,0,0,1,0,0,0
191,0,73,87527.27,11.90177,0,15.22417,1570.995815,0,0,1,0,1,0,0,0,0,1,1,1,1
244,1,75,5678.51,10.69562,1,1.970645,856.222981,1,0,0,0,1,0,1,1,0,0,0,0,0
15184,1,77,15876.36,8.39883,0,1.78963,816.0468833,0,0,1,0,1,0,0,1,0,0,0,0,0
20,7,73,35665.19,7.990121,0,7.007574,941.4829653,1,0,0,1,0,0,0,0,1,0,1,0,0
4637,0,62,2772.21,0.3550483,0,7.457111,1109.681229,1,0,0,1,0,0,1,0,1,0,0,1,0
3612,2,35,9121.25,15.4471,0,12.44495,1747.993101,0,0,1,1,0,0,0,0,1,0,0,1,1
16974,2,24,22041.68,5.919886,0,5.147213,1394.025763,0,1,0,0,1,0,0,1,0,0,0,0,1
38016,1,18,11574.18,9.20065,0,2.382538,788.1036301,1,0,0,1,0,0,0,0,0,1,0,0,1
2596,4,26,35553.18,15.36682,0,8.454096,1383.139451,0,0,1,1,0,0,0,1,0,0,0,0,1
30478,3,21,46506.9,17.50097,0,2.176948,681.4206312,1,0,0,1,0,0,0,0,0,1,0,1,0
516,0,85,28522.56,11.02093,0,12.36516,1208.822377,0,1,0,0,1,0,0,0,1,0,1,0,0
82,2,32,8641.78,7.491292,0,4.023413,1225.408596,0,0,1,1,0,0,0,1,0,0,1,0,1
3519,3,63,38737.86,6.693519,0,1.709971,479.5519429,0,1,0,1,0,0,0,0,1,0,0,0,1
