Population,Children,Age,Income,Outage_sec_perweek,Tenure,Bandwidth_GB_Year,Area_Rural,Area_Suburban,Area_Urban,Gender_Female,Gender_Male,Gender_Nonbinary,Techie_Yes,InternetService_DSL,InternetService_Fiber Optic,InternetService_None,Multiple_Yes,DeviceProtection_Yes,TechSupport_Yes
27851,8,42,14578.27,13.07965,47.24188,4694.576597,0,1,0,1,0,0,0,0,1,0,0,0,1
29747,1,75,26248.17,7.79697,70.00933,5757.088887,1,0,0,1,0,0,0,0,1,0,1,0,1
32539,0,58,46426.0,9.408080299,3.137169138,386.0863102,0,0,1,1,0,0,0,0,0,1,0,0,0
2725,3,26,19920.22,9.531669,16.81532,2095.701636,0,1,0,1,0,0,0,0,1,0,0,0,0
2863,4,71,45323.86,8.265002035,14.34766616,1885.939118,0,0,1,0,1,0,0,1,0,0,0,1,1
1918,0,19,82296.19,10.00281,70.00887,6127.72243,0,1,0,1,0,0,1,0,1,0,0,0,1
206,1,36,44501.99,9.056021,59.27056,5403.036108,0,0,1,0,1,0,0,0,1,0,1,1,0
1090,3,60,34515.01,7.908108,14.98386,2446.187988,0,1,0,0,1,0,0,1,0,0,1,0,1
1349,3,35,24176.28,7.790259,66.47928,5831.475339,0,1,0,0,1,0,0,0,1,0,0,0,1
12802,3,29,28282.29,7.430044,49.86477,4798.189466,1,0,0,1,0,0,0,0,1,0,0,0,1
3072,5,36,57501.66,10.11802,58.62812,5411.328838,1,0,0,0,1,0,0,0,1,0,0,0,0
14440,4,69,78568.26,12.7259,12.31648,1147.89846,1,0,0,0,1,0,0,0,1,0,0,0,0
298,2,18,30253.76,6.244769,12.78697,1294.950837,0,1,0,1,0,0,0,0,0,1,0,1,0
11850,2,24,24799.72,14.69987,3.636783,529.8555137,1,0,0,1,0,0,0,0,1,0,0,1,1
439,1,51,49074.95,12.04308,14.74415,1688.469176,0,1,0,1,0,0,0,0,1,0,0,0,0
543,1,89,25484.55,9.148549,65.71442,5600.167567,0,0,1,0,1,0,0,0,1,0,0,0,0
1458,2,52,36230.91,12.16235,66.32483,6060.021953,1,0,0,1,0,0,0,1,0,0,1,1,1
12390,1,88,87907.66,12.10813,67.92804,6208.609729,0,0,1,0,1,0,0,0,1,0,1,1,1
1063,1,65,42400.24,8.934308,50.49242,4357.294542,0,0,1,0,1,0,0,0,1,0,0,0,0
1108,1,46,12366.21,11.42897436,7.603357235,1003.664665,1,0,0,0,1,0,0,0,1,0,0,0,1
181,1,78,25684.14,8.563528,59.35209,5407.054485,0,1,0,1,0,0,0,1,0,0,0,0,0
18691,0,57,9136.47,6.767055,63.47945,6223.9084,1,0,0,1,0,0,0,1,0,0,0,1,0
1811,3,21,80492.82,12.64209,63.86178,5809.15662,0,1,0,0,1,0,0,0,0,1,1,0,1
3226,5,89,37089.25,14.7226,1.113741,596.0068502,0,1,0,0,1,0,0,0,1,0,1,0,0
3161,5,56,6327.17,10.88222,10.44433,1164.755978,1,0,0,1,0,0,0,0,1,0,0,1,0
39600,7,51,31086.43,12.39683,65.61564,6096.007893,1,0,0,1,0,0,0,1,0,0,0,0,1
508,3,48,7681.82,11.34885042,7.228526307,967.7426094,1,0,0,1,0,0,0,0,0,1,0,1,0
679,2,52,26556.47,9.962435,49.54115,4279.082635,0,0,1,1,0,0,0,0,0,1,0,0,0
21997,2,89,28219.28,8.787582345,5.25445262,686.9354616,1,0,0,0,1,0,0,0,0,1,0,1,0
96436,4,52,58120.56,10.53777,71.44783,6203.067904,0,0,1,1,0,0,0,0,1,0,1,1,1
17768,1,89,4492.36,8.853702,58.11303,5253.956688,1,0,0,0,1,0,1,0,1,0,0,1,1
3195,4,44,29696.18,15.15798,2.149118,717.7031752,0,0,1,0,1,0,0,0,0,1,0,1,0
39,2,26,42863.75,9.519547,54.83336,5209.371279,0,1,0,0,1,0,0,0,1,0,1,0,1
18465,1,42,18944.96,11.64528,6.183692,981.2775952,0,0,1,0,1,0,0,0,1,0,0,1,0
42272,0,62,14551.58,13.28085,52.4705,4806.825085,0,0,1,1,0,0,0,0,0,1,0,0,0
945,4,52,49513.67,11.32677,50.26004,4958.675342,0,0,1,0,1,0,0,1,0,0,1,0,0
2898,2,77,19383.74,8.144330616,1.87055247,278.9942907,0,1,0,1,0,0,1,0,1,0,1,1,0
7222,0,65,28955.02,6.68792,4.459961,545.6056589,0,1,0,0,1,0,1,0,0,1,1,0,1
2489,0,29,17845.3,9.654315,54.75767,4730.295335,0,1,0,1,0,0,1,0,1,0,0,1,0
883,4,75,25742.72,7.663279641,3.310281145,556.2193844,0,0,1,0,1,0,0,0,1,0,1,0,0
3327,0,24,45094.63,4.715269,10.88204,1305.850314,1,0,0,0,1,0,0,0,1,0,1,1,0
3866,3,58,64117.45,10.7445,1.230987,394.202773,0,1,0,1,0,0,0,0,0,1,1,0,0
516,8,37,50998.43,8.259761,9.042296,1852.013833,0,0,1,0,1,0,0,1,0,0,1,0,1
51426,2,54,19435.67,12.36842,59.94889,5641.701018,1,0,0,1,0,0,0,1,0,0,1,0,1
853,4,47,45642.1,10.24268185,6.832965812,1468.00712,0,0,1,1,0,0,1,1,0,0,1,0,1
25248,3,65,28627.89,5.636932,71.88705,6269.306466,0,0,1,0,1,0,0,0,1,0,0,0,1
1268,2,60,56186.38,10.17293,4.753084,1206.589518,0,0,1,1,0,0,0,1,0,0,0,1,1
188,3,36,12439.47,14.9084,44.92195,4179.651284,0,1,0,1,0,0,0,0,0,1,0,0,0
8810,2,22,68459.58,10.70325,69.46066,6002.2228,1,0,0,0,1,0,0,0,1,0,0,0,1
49877,1,82,34832.5,9.8601,69.29186,6273.992363,1,0,0,0,1,0,0,1,0,0,0,1,0
9177,0,76,6060.42,13.35951,68.7415,6000.14462,1,0,0,1,0,0,1,0,0,1,0,0,0
5960,1,70,24717.71,10.7511092,1.277136149,246.039373,0,0,1,0,1,0,0,0,1,0,0,0,1
19151,3,56,35939.37,12.48417719,1.502124145,522.7806578,1,0,0,0,1,0,0,0,0,1,0,1,1
56284,10,71,24059.17,8.560005549,3.105986433,1040.342682,0,1,0,1,0,0,0,0,1,0,0,0,0
1715,0,47,37494.5,9.773637,10.86482,1877.408606,0,0,1,0,1,0,1,1,0,0,1,1,0
25827,0,34,37794.12,7.365321,3.08799,884.8222735,0,0,1,1,0,0,0,1,0,0,1,0,1
20715,0,40,9389.63,12.15902,61.38844,5803.879938,0,0,1,0,1,0,0,0,1,0,1,0,0
0,1,80,46647.99,14.28125681,6.636312277,718.0624099,0,1,0,0,1,0,0,0,0,1,0,0,1
215,2,62,27419.68,11.95052,48.24148,4479.265023,1,0,0,0,1,0,1,0,0,1,0,0,1
36711,2,26,42539.6,12.88571,66.70002,5765.098354,0,1,0,1,0,0,0,0,1,0,0,0,1
1124,0,61,28963.75,11.7278,24.94225,2246.098296,1,0,0,0,1,0,0,0,1,0,0,0,0
14472,7,56,6225.4,14.13784,15.14561,1628.215009,1,0,0,1,0,0,0,0,0,1,0,0,0
332,2,45,13471.14,13.8318,68.526,6335.675334,0,0,1,0,1,0,1,1,0,0,1,0,1
6138,2,77,36678.72,10.35866414,28.86969715,3088.823891,1,0,0,0,1,0,0,1,0,0,0,0,1
13553,1,28,65499.28,9.965158,20.43585,2021.193572,1,0,0,0,1,0,0,0,0,1,1,0,0
60,4,79,38645.01,11.37166,64.37976,5980.037893,0,1,0,1,0,0,0,1,0,0,1,0,0
3672,3,30,78411.45,14.06274,50.48733,4984.78563,1,0,0,1,0,0,0,1,0,0,0,1,0
53098,0,22,44313.68,7.552868,7.131841,1741.054382,1,0,0,0,1,0,1,1,0,0,1,0,1
2667,0,61,34567.24,17.24156,45.72931,4013.312414,1,0,0,1,0,0,0,0,1,0,1,0,0
132,3,48,85971.68,5.232845,54.37964,5309.98506,1,0,0,0,1,0,0,0,0,1,1,1,1
5192,3,88,22428.12,7.176,4.143229,558.6380046,0,0,1,0,1,0,1,0,0,1,0,0,1
11393,1,81,25832.88,7.75167,9.820347,1044.205309,0,1,0,0,1,0,1,0,1,0,1,0,0
26640,2,42,77398.45,13.47255,58.91402,5324.687949,1,0,0,1,0,0,0,0,0,1,0,1,0
634,4,84,7649.73,12.09466,62.32241,5114.306191,0,1,0,0,0,1,0,0,0,1,0,0,1
4739,9,21,18978.48,9.410557,51.53504,4979.515394,0,0,1,0,1,0,1,0,1,0,1,0,0
15724,0,85,25434.15,8.316451322,8.713385365,1141.532192,1,0,0,1,0,0,0,0,1,0,0,1,1
1387,3,81,57874.62,8.759756787,2.758173633,297.4433143,0,1,0,1,0,0,0,0,1,0,0,1,0
244,1,29,16226.12,6.414763,5.526815,1233.655272,1,0,0,1,0,0,0,1,0,0,1,0,1
112,6,79,24023.55,8.588839,62.4919,5863.981501,0,0,1,1,0,0,1,1,0,0,0,1,0
4444,1,21,25091.72,11.9,60.19517,6068.879961,1,0,0,0,0,1,1,1,0,0,0,1,1
782,1,86,18593.16,10.30058,3.990716,411.6028202,0,1,0,0,1,0,0,0,1,0,0,0,0
2525,8,44,63843.19,10.34966,67.98776,6207.251325,1,0,0,1,0,0,1,0,0,1,0,1,0
688,3,22,46677.89,5.107328,2.408011,1117.651858,1,0,0,0,1,0,0,1,0,0,0,1,0
244,8,66,21909.54,13.23763,9.548023,1054.031935,0,0,1,0,1,0,0,0,1,0,0,0,0
7222,0,21,19017.34,12.03501573,9.841085026,1495.341126,1,0,0,0,1,0,0,0,0,1,0,0,0
15288,2,19,73661.69,10.27807,2.555762,914.9491958,0,1,0,1,0,0,0,0,0,1,0,1,1
294,2,62,45860.11,10.01552859,15.90065569,1729.48154,0,1,0,0,1,0,0,0,1,0,1,0,0
1911,3,60,52354.35,4.939062,67.8576,6017.570291,1,0,0,0,1,0,0,0,0,1,0,1,0
8028,1,65,36478.21,7.251198724,10.04672315,980.9935923,0,1,0,0,1,0,1,0,0,1,0,0,1
10122,0,35,65755.81,6.124127,66.78484,6024.452028,1,0,0,1,0,0,0,1,0,0,0,0,0
16350,1,24,24700.6,6.162241,11.84082,1318.102379,0,1,0,0,0,1,0,0,1,0,0,0,1
620,2,40,70138.08,6.566112,22.60375,2796.815399,0,0,1,1,0,0,1,1,0,0,1,0,1
8483,1,58,48293.12,11.58885,7.896371,1725.323883,0,0,1,0,1,0,0,1,0,0,0,1,0
728,4,32,12226.89,10.47687,38.64796,3798.942746,0,0,1,1,0,0,0,0,1,0,0,1,1
1652,3,46,76134.13,8.987011,1.52349,1031.356925,1,0,0,1,0,0,0,1,0,0,1,1,0
2962,3,67,5099.11,18.40676,17.2501,2035.111954,0,0,1,0,1,0,0,0,0,1,0,1,0
520,1,31,25576.73,5.087255805,11.71980152,1726.803854,0,0,1,0,1,0,0,0,1,0,0,0,1
44233,2,26,73725.59,14.16588,45.39565,4967.376182,0,1,0,1,0,0,0,1,0,0,1,0,0
19345,0,69,46403.85,8.293686,71.25511,6754.429939,0,1,0,0,1,0,0,1,0,0,1,1,0
32066,2,38,24481.75,7.545047,3.352593,465.1896546,0,1,0,1,0,0,0,0,1,0,0,0,0
8223,1,52,43111.98,13.8139,56.37072,5013.653883,1,0,0,1,0,0,0,0,1,0,0,1,0
1579,5,32,42900.48,6.765901,49.09017,5006.112648,1,0,0,1,0,0,1,1,0,0,1,0,0
5950,3,22,34628.88,10.37097,12.82428,1557.64411,0,0,1,0,1,0,0,0,1,0,0,1,0
389,3,85,28175.21,12.13223,70.54943,6147.295218,0,1,0,0,1,0,1,0,0,1,1,0,1
24364,4,30,45289.33,14.31982,62.56252,5784.798117,1,0,0,0,1,0,0,0,1,0,1,1,0
1756,1,30,40410.46,8.4836,17.4028,2221.185633,0,0,1,1,0,0,1,1,0,0,0,0,0
37183,2,85,88186.92,13.66782,53.5973,4580.335893,0,0,1,0,1,0,0,0,1,0,0,0,1
1319,0,38,38532.04,10.48815,5.70629,1306.002586,0,0,1,0,1,0,0,1,0,0,1,0,0
325,2,74,23288.67,15.27908,46.55186,3964.578207,0,1,0,0,1,0,0,0,1,0,0,1,1
16062,2,42,83829.32,8.890323,64.25291,6001.002897,0,0,1,0,1,0,1,1,0,0,1,1,0
1333,1,52,15778.64,8.079285,47.47601,4693.458553,0,0,1,1,0,0,1,0,1,0,1,1,0
6060,1,58,61541.53,8.128102,3.678847,301.5746797,1,0,0,1,0,0,0,0,0,1,0,0,0
3274,2,68,50268.03,9.772328,61.64252,5879.612124,0,0,1,0,1,0,0,0,1,0,1,1,0
5557,2,58,29950.17,8.468778,8.596064,897.0780053,1,0,0,0,1,0,0,0,1,0,0,0,1
8769,1,74,33470.72,13.39296,61.18991,5361.413006,0,1,0,0,1,0,0,0,1,0,1,1,0
20631,2,35,17995.63,14.8479,6.602711,1569.491526,1,0,0,0,1,0,1,1,0,0,0,0,1
671,3,80,16852.05,8.824004704,3.520675631,700.0569426,0,1,0,0,1,0,0,0,1,0,0,1,0
1083,0,40,99195.08,7.913676085,9.405224809,1623.273925,1,0,0,1,0,0,0,1,0,0,1,1,0
11647,0,46,94903.52,6.659046,58.15209,5087.470766,1,0,0,0,1,0,0,0,1,0,1,0,0
1589,6,66,101607.9,10.98685,71.91816,6180.330948,0,0,1,1,0,0,1,0,1,0,0,0,0
1012,1,26,7011.67,5.255272,24.42176,2471.127552,0,0,1,1,0,0,0,0,1,0,0,0,0
890,1,33,43012.79,8.915991,68.32356,5916.34346,1,0,0,1,0,0,0,0,1,0,1,0,1
10382,0,53,29779.57,15.20933,52.03501,4503.053128,1,0,0,1,0,0,0,0,1,0,0,0,0
2275,3,51,76095.68,17.86153,52.21545,4533.343418,0,1,0,1,0,0,1,0,0,1,1,0,1
309,1,56,26131.54,10.39492135,12.41932486,1188.311266,0,0,1,1,0,0,0,0,0,1,0,0,1
6302,1,68,26983.6,10.38436,52.38371,4670.326557,0,0,1,1,0,0,0,0,1,0,1,1,0
6376,7,48,31739.83,5.180471,57.90418,5447.621158,0,1,0,1,0,0,0,1,0,0,1,0,0
2093,2,78,48148.86,12.16455,48.08209,5064.062256,0,0,1,0,1,0,0,1,0,0,1,0,0
42059,1,82,58077.49,4.261131,15.68627,1448.715638,1,0,0,0,1,0,0,0,0,1,0,0,0
1112,0,28,16096.75,8.952419,46.86027,4103.155082,0,1,0,1,0,0,1,0,1,0,0,0,0
2157,6,87,40203.66,13.04143,6.913925,1536.363525,0,1,0,0,1,0,1,1,0,0,1,1,1
113,0,66,52985.04,7.899627,52.0997,4878.10553,0,0,1,0,1,0,0,1,0,0,1,0,1
1018,1,55,29094.86,5.907805,8.53275,1122.62327,0,1,0,1,0,0,1,1,0,0,0,0,0
984,1,66,34425.39,12.85216,65.71379,6124.759369,0,0,1,1,0,0,0,1,0,0,1,1,0
1788,2,69,13626.49,10.39457,15.88445,2131.892874,0,1,0,0,1,0,1,1,0,0,0,1,0
236,1,28,33953.37,12.00063,2.857213,1031.032132,0,0,1,1,0,0,1,0,0,1,1,0,0
3658,2,47,58882.35,7.509389052,1.583394702,676.2178659,0,1,0,0,1,0,0,0,1,0,1,1,1
7594,1,63,63719.51,10.98742,45.75297,4563.265438,0,0,1,0,1,0,0,0,1,0,1,1,0
8564,6,73,15411.74,9.979656,70.30088,6060.997249,0,1,0,1,0,0,0,0,1,0,0,0,0
401,1,62,7582.93,15.43566,16.76542,1771.904961,1,0,0,0,1,0,0,0,1,0,0,0,0
1703,3,30,17259.33,11.84765,46.15653,4263.488866,0,0,1,0,1,0,0,0,0,1,0,1,0
9399,0,79,74519.58,15.41723,51.41852,4505.604532,1,0,0,1,0,0,1,0,1,0,1,1,0
4301,3,51,22413.89,12.20707,16.49093,2078.823247,0,0,1,0,1,0,0,1,0,0,1,0,0
38703,0,57,27078.33,11.26407,52.07771,4747.251504,0,0,1,1,0,0,0,1,0,0,0,0,0
708,1,58,55438.14,11.02008,12.73029,1705.874036,1,0,0,1,0,0,0,1,0,0,0,1,1
331,2,79,15231.77,10.83194,68.82747,5920.786804,0,1,0,0,1,0,0,0,1,0,1,0,1
2778,0,30,39940.05,10.06356,1.717806,863.6296514,1,0,0,0,1,0,0,1,0,0,1,0,0
389,0,38,11182.43,8.998522,66.66711,6466.569641,0,1,0,1,0,0,0,1,0,0,0,0,1
15944,3,60,16416.66,4.069613,69.34472,6414.954544,1,0,0,0,1,0,0,0,1,0,0,0,1
1347,1,51,42912.49,8.992821,6.03955,685.3879681,0,0,1,0,1,0,0,0,1,0,0,1,0
5951,4,80,76436.8,5.653727,67.20269,6031.136319,1,0,0,0,1,0,0,0,1,0,0,0,0
124,6,70,9664.08,11.95636,69.16302,6448.95087,0,1,0,1,0,0,0,1,0,0,0,0,0
15171,1,18,12435.87,12.64401,64.38615,5980.119936,0,1,0,1,0,0,1,1,0,0,0,0,0
61,0,71,32720.92,8.714228,68.59726,6228.700498,0,0,1,1,0,0,1,1,0,0,1,0,0
9493,2,44,36991.79,6.666431,13.17784,1407.673878,0,0,1,1,0,0,1,0,1,0,1,1,0
18532,1,75,71117.01,12.01013,41.4761,3432.332098,0,0,1,1,0,0,0,0,1,0,0,1,1
6428,3,82,14875.78,3.774342,58.67524,5616.467158,0,0,1,0,1,0,0,1,0,0,1,0,1
33235,3,50,17201.71,10.99852,43.63637,4162.046301,0,1,0,1,0,0,0,1,0,0,0,1,0
29608,0,72,39382.66,11.89241,10.96384,1398.087425,0,1,0,0,1,0,0,0,1,0,1,0,0
2481,0,45,36084.05,5.803708,53.34625,5128.882309,0,1,0,0,1,0,0,1,0,0,0,1,1
17058,1,24,30034.37,10.4704,4.561449,893.9429985,0,0,1,0,1,0,0,0,1,0,1,1,0
15806,3,77,18949.61,8.912366,66.50412,6398.915423,1,0,0,1,0,0,0,1,0,0,0,0,1
1112,1,65,78958.46,6.236533,57.20149,4899.037694,0,0,1,1,0,0,0,0,0,1,0,0,0
51667,1,84,10457.56,9.818493,9.841833,1276.902314,0,0,1,1,0,0,0,0,0,1,0,0,1
631,9,69,35524.46,8.836395031,19.25835701,2623.835938,0,0,1,0,1,0,0,1,0,0,0,1,0
273,2,18,12269.77,6.464118,56.18852,5455.610895,0,0,1,1,0,0,0,0,1,0,1,1,0
5182,3,63,61481.0,11.45306,70.8569,6509.495708,1,0,0,1,0,0,0,1,0,0,0,1,0
207,2,31,7108.46,9.617239,66.31026,5941.885851,0,1,0,0,1,0,0,0,0,1,1,0,0
8875,0,63,65095.99,15.40380196,9.267785326,788.6164497,1,0,0,1,0,0,0,0,1,0,1,0,1
2231,3,69,87277.75,13.35351,4.301967,1122.243782,1,0,0,1,0,0,1,1,0,0,1,1,1
7232,10,78,33298.78,6.721308,66.12623,6360.531849,0,1,0,0,1,0,0,1,0,0,0,0,0
11866,0,32,43796.4,7.758156,62.78784,5897.719086,1,0,0,1,0,0,0,0,1,0,1,0,0
3248,6,34,15548.43,10.80098,62.5003,5921.61952,1,0,0,0,1,0,1,1,0,0,1,0,0
581,6,84,9275.55,9.32007,41.72598,4059.807666,1,0,0,0,1,0,0,1,0,0,1,0,1
5100,0,86,53330.75,12.78548,65.11343,5372.485557,0,1,0,1,0,0,0,0,1,0,0,0,0
8867,3,21,14527.8,9.976783,13.05373,1761.265371,0,0,1,0,1,0,1,0,1,0,0,0,1
440,5,35,50195.66,13.69828326,7.226076469,1123.971139,0,1,0,1,0,0,0,0,1,0,0,0,1
58123,1,76,62190.11,12.13147,5.802984,1163.473611,0,0,1,0,1,0,0,1,0,0,1,1,0
443,3,58,17580.86,12.16532,65.69406,5933.23425,1,0,0,1,0,0,0,1,0,0,0,0,0
48905,0,63,27506.01,10.45539,9.525184,820.0423101,1,0,0,0,1,0,0,0,0,1,0,0,1
728,1,77,65565.99,7.291285,47.45044,4486.582949,1,0,0,0,0,1,0,1,0,0,1,1,0
3111,6,75,37487.92,9.709427,71.63589,6379.174333,1,0,0,0,1,0,1,0,0,1,0,0,0
180,1,28,14393.72,12.55052929,1.634394387,883.9008134,0,1,0,0,1,0,1,0,1,0,1,0,0
4745,1,44,31012.18,13.08416,7.84461,1024.765594,0,0,1,0,1,0,1,0,0,1,0,0,0
324,1,24,47395.3,11.86384439,5.104082209,1433.616898,0,1,0,1,0,0,0,1,0,0,1,1,1
1508,4,73,52716.21,11.18538,44.29563,4511.720825,1,0,0,0,1,0,0,1,0,0,0,1,1
6,3,57,21485.23,4.034332,63.24097,5583.671778,0,0,1,0,1,0,0,0,1,0,0,0,0
69,0,70,30328.46,9.920573,5.595446,630.454611,1,0,0,0,1,0,0,0,1,0,0,0,0
365,0,80,44608.56,17.03441,65.97991,5897.274439,0,0,1,0,1,0,1,0,0,1,0,1,1
36245,3,20,43073.14,7.045836,61.27781,5610.48353,0,0,1,0,1,0,0,0,0,1,0,1,0
23770,1,20,50934.88,9.299530649,6.339774346,1333.027522,0,1,0,1,0,0,0,1,0,0,0,0,1
439,3,57,31641.16,8.53421,66.82276,6202.942408,0,1,0,1,0,0,1,1,0,0,0,1,1
5012,4,77,22842.54,9.343359,5.464636,1058.563314,0,0,1,0,1,0,0,0,0,1,1,0,1
454,10,54,22730.72,7.737478,55.88646,5291.533225,0,0,1,0,1,0,0,0,1,0,0,1,0
12181,2,52,41490.64,11.92776,58.5543,5208.893265,0,1,0,1,0,0,0,0,0,1,0,1,1
9178,1,61,5917.37,9.930254,9.112126,1068.365286,0,1,0,0,1,0,0,0,0,1,0,1,1
1092,1,72,83201.51,7.617914,58.47534,5141.883254,0,1,0,1,0,0,0,0,0,1,1,1,1
244,3,55,81140.88,12.40678,46.92377,4583.54052,0,0,1,1,0,0,0,1,0,0,0,0,0
25503,0,50,34547.55,11.26004,3.998314,987.7767172,1,0,0,1,0,0,0,1,0,0,1,1,0
2564,1,65,63911.85,5.788391,15.19674,1536.961227,0,0,1,0,1,0,0,0,1,0,1,1,0
241,0,77,34842.53,10.50809,58.20411,5089.309759,1,0,0,0,1,0,0,0,1,0,1,0,1
30068,1,82,7723.17,9.45902039,13.56958731,2087.543903,1,0,0,1,0,0,0,1,0,0,0,1,1
9145,3,62,72764.42,6.900504,7.220079,787.3445005,0,1,0,1,0,0,0,0,1,0,1,0,0
13190,3,87,36947.65,11.08684,1.481645,406.0999161,1,0,0,0,1,0,0,0,0,1,0,0,0
20021,0,28,41695.97,13.14201,59.3332,5504.260765,0,0,1,1,0,0,0,1,0,0,1,1,1
192,0,77,53562.86,8.936042397,18.92157073,1813.614194,0,1,0,1,0,0,0,0,1,0,0,1,0
1554,0,64,100860.9,10.24432,21.29638,2558.308043,0,1,0,1,0,0,0,1,0,0,0,1,0
708,1,78,27235.84,6.681633242,14.26615817,1696.133718,0,0,1,1,0,0,1,1,0,0,0,1,0
378,1,30,23927.18,13.07212,61.96931,5655.54142,1,0,0,1,0,0,1,0,1,0,1,1,0
148,1,74,29305.13,11.25577,69.46803,5791.217393,0,1,0,1,0,0,0,0,0,1,1,0,1
0,0,80,96190.74,9.625936,63.35604,5959.251896,0,1,0,1,0,0,0,1,0,0,0,0,0
2934,8,73,59640.61,9.281101,66.60766,6398.11875,0,1,0,1,0,0,1,1,0,0,0,1,1
1635,1,79,6249.7,14.89202,59.27052,5899.700912,1,0,0,1,0,0,0,1,0,0,1,0,0
19913,0,31,5548.62,10.68929,7.756546,1007.348141,0,0,1,0,1,0,0,0,0,1,1,0,0
3803,4,72,74252.79,9.091339,5.787415,856.755649,0,1,0,0,1,0,0,0,1,0,0,0,0
36260,7,76,91335.76,12.01267388,2.416685985,1078.291303,0,0,1,0,1,0,0,1,0,0,0,1,1
53866,1,84,71546.23,7.446688,48.29423,4697.742817,0,1,0,0,1,0,0,1,0,0,1,0,1
2765,1,25,81831.49,9.565924291,2.344875382,704.7540406,0,0,1,0,1,0,0,0,1,0,1,1,1
3609,3,67,7041.99,12.67518,4.351173,1037.103018,1,0,0,1,0,0,0,1,0,0,0,0,0
2710,3,38,22570.85,11.96338,4.770815,1550.381641,0,1,0,1,0,0,0,1,0,0,1,1,1
937,0,67,43750.86,9.685299,52.36016,4505.46376,0,1,0,1,0,0,1,0,1,0,0,0,1
19463,1,28,84123.33,15.3328,69.69884,6731.618169,1,0,0,0,1,0,0,1,0,0,0,0,1
4001,0,28,58173.04,11.42202,67.57609,6303.172568,0,1,0,1,0,0,0,0,1,0,1,0,0
16246,1,74,12778.1,6.762471,63.00351,5268.611353,0,0,1,0,1,0,1,0,1,0,1,0,1
665,10,47,18374.83,13.10764,40.24438,3857.992654,0,1,0,0,1,0,0,0,1,0,0,0,1
52,2,71,36271.6,9.7017,62.03084,5829.643329,1,0,0,0,1,0,1,0,1,0,0,1,0
16405,0,28,10533.21,12.32574,7.231407,1388.550492,0,0,1,0,1,0,0,1,0,0,1,0,0
25744,0,51,42002.93,10.20539198,9.323157168,1486.494353,1,0,0,1,0,0,0,1,0,0,1,1,0
767,4,25,27102.45,11.61411,12.86853,1580.727843,0,1,0,1,0,0,0,0,0,1,1,0,0
40778,1,53,16316.98,11.15522,68.7816,6693.382735,0,1,0,1,0,0,0,1,0,0,1,0,1
1537,2,19,13543.51,12.97013,65.54969,5976.68996,1,0,0,1,0,0,0,0,1,0,1,1,0
875,0,72,26990.25,8.214286,54.1338,4856.265598,0,1,0,0,1,0,0,0,1,0,0,1,0
624,0,40,50321.62,8.865855,12.67469,1469.220521,0,0,1,0,1,0,1,0,0,1,0,1,0
966,1,63,48557.08,11.30766093,11.48773622,1096.780158,0,0,1,0,1,0,0,0,1,0,0,1,1
2336,2,62,37251.6,12.9076,2.865504,1123.372604,0,0,1,1,0,0,0,1,0,0,0,0,0
3787,1,82,43447.28,5.443862,11.25684,1386.235112,0,1,0,1,0,0,0,0,1,0,0,1,0
19650,6,86,67650.26,10.15007,65.18501,6314.079222,0,1,0,0,1,0,1,1,0,0,0,1,0
16518,5,72,17354.74,9.987515,55.02079,4941.822921,0,0,1,1,0,0,0,0,1,0,0,1,0
3256,5,37,45251.32,9.532535,1.796113,1042.042108,1,0,0,1,0,0,0,0,0,1,1,0,1
107,1,84,18938.33,9.685619611,19.9441873,1708.75722,0,1,0,1,0,0,0,0,1,0,0,0,0
1223,4,42,88294.82,13.60515,5.43842,1559.647223,0,1,0,1,0,0,0,1,0,0,0,0,1
8116,0,31,42412.99,12.89898,52.79539,4615.447586,0,1,0,1,0,0,0,0,0,1,1,0,0
656,5,65,24672.87,7.404922,59.33902,5252.240805,1,0,0,1,0,0,0,0,0,1,0,0,0
11941,4,60,14646.58,16.47207,11.5352,1680.552794,0,1,0,1,0,0,0,1,0,0,1,0,1
21353,9,32,1736.32,14.51058,52.73595,5199.476177,0,0,1,1,0,0,0,0,1,0,0,1,1
1249,3,55,17176.02,3.824619,55.15375,5413.024984,0,0,1,0,1,0,0,1,0,0,1,0,0
20681,1,86,26224.1,10.28547,4.24454,912.2540105,0,1,0,0,1,0,0,1,0,0,0,1,0
131,1,26,44022.7,13.20324,55.01782,4974.850117,0,0,1,1,0,0,0,0,0,1,1,0,0
15725,3,21,56188.74,8.959582,14.17125,1841.554887,1,0,0,0,1,0,0,0,1,0,1,1,1
80,3,60,12115.07,12.49001,64.34541,5925.795152,0,0,1,0,1,0,0,0,0,1,0,0,0
27590,3,23,17814.0,18.19542503,2.73951266,1046.054674,0,1,0,1,0,0,0,1,0,0,1,0,0
104,0,20,8985.14,14.48734,63.07037,6316.02224,0,1,0,1,0,0,0,1,0,0,0,1,1
12,1,24,21966.39,18.25245,1.649887,490.5057336,0,0,1,0,1,0,0,0,0,1,1,1,1
42,10,32,36377.21,10.98759,8.285158,1824.879678,0,0,1,1,0,0,0,0,1,0,1,1,0
2968,3,83,42800.66,9.733557,2.250238,693.3489139,0,1,0,1,0,0,0,0,1,0,1,0,0
680,3,88,11311.31,5.218697,71.26615,5802.742727,1,0,0,1,0,0,0,0,1,0,0,0,0
